Version	Set	Item 1	Item 2	Item 3	Item 4	Item 5	Item 6
424	12	10	21	9	28	12	19
424	13	10	23	5	27	11	14
424	14	6	15	1	24	8	11
424	15	4	26	2	28	8	14
425	1	30	6	17	7	15	26
425	2	26	10	18	12	14	22
425	3	30	2	27	10	13	29
425	4	29	5	20	9	18	24
425	5	23	7	16	9	12	21
425	6	28	11	18	13	17	21
425	7	27	5	23	6	22	25
425	8	22	1	19	3	17	20
425	9	15	2	9	3	8	14
425	10	28	4	19	14	16	27
425	11	24	3	12	4	6	13
425	12	26	1	11	2	5	16
425	13	30	8	23	11	19	24
425	14	29	1	21	4	15	25
425	15	28	7	20	8	10	25
426	1	2	8	22	17	14	19
426	2	3	9	29	19	11	20
426	3	4	11	28	18	16	26
426	4	10	11	23	15	13	17
426	5	4	5	25	12	8	24
426	6	7	18	25	22	20	23
426	7	1	7	29	27	8	28
426	8	1	12	30	20	13	21
426	9	9	10	30	18	14	24
426	10	4	6	27	17	9	21
426	11	1	2	24	15	3	16
426	12	6	15	30	25	19	28
426	13	2	5	26	7	6	13
426	14	5	14	29	21	16	23
426	15	3	10	27	22	12	26
427	1	2	14	4	22	26	11
427	2	3	24	10	27	30	17
427	3	6	21	13	23	28	15
427	4	4	18	12	23	25	17
427	5	5	15	7	20	30	11
427	6	1	21	10	26	29	16
427	7	7	23	8	24	29	22
427	8	9	22	13	25	30	16
427	9	5	26	8	27	28	18
427	10	2	13	10	19	20	12
427	11	14	25	15	27	29	19
427	12	1	9	2	17	28	7
427	13	3	16	6	18	20	14
427	14	1	6	4	19	24	5
427	15	3	11	8	12	21	9
428	1	6	3	24	28	26	9
428	2	9	7	20	25	21	11
428	3	4	2	22	30	29	11
428	4	9	1	15	30	19	12
428	5	8	5	26	30	27	18
428	6	4	1	21	28	23	18
428	7	19	5	22	24	23	20
428	8	4	3	12	25	16	8
428	9	14	10	24	29	27	21
428	10	17	13	25	29	26	19
428	11	15	10	17	28	22	16
428	12	2	1	16	27	20	13
428	13	7	6	12	18	13	10
428	14	3	2	7	15	14	5
428	15	8	6	14	23	17	11
429	1	16	6	12	26	30	15
429	2	25	7	8	26	28	14
429	3	18	1	4	23	30	11
429	4	14	6	10	24	27	11
429	5	17	3	12	20	23	14
429	6	22	1	5	26	27	9
429	7	22	15	17	24	29	19
429	8	13	2	8	21	22	11
429	9	16	3	5	18	19	8
429	10	25	9	13	29	30	20
429	11	10	1	2	15	25	3
429	12	7	2	4	20	24	5
429	13	23	10	16	28	29	21
429	14	17	6	7	18	21	9
429	15	19	4	12	27	28	13
430	1	1	17	24	19	4	20
430	2	2	11	28	14	7	22
430	3	1	11	27	15	8	16
430	4	2	10	26	16	9	24
430	5	9	15	30	21	13	25
430	6	13	19	29	27	18	28
430	7	5	21	27	22	12	24
430	8	7	18	26	20	15	23
430	9	3	10	25	14	8	19
430	10	3	11	30	12	6	20
430	11	4	12	29	16	7	25
430	12	10	22	30	23	17	29
430	13	4	6	18	9	5	14
430	14	1	3	23	5	2	13
430	15	6	17	28	21	8	26
431	1	25	13	10	14	16	22
431	2	26	18	3	19	22	23
431	3	24	6	2	8	13	23
431	4	30	12	8	14	19	21
431	5	26	7	4	10	11	21
431	6	29	16	9	24	26	27
431	7	28	9	3	12	20	25
431	8	29	11	2	15	19	28
431	9	23	7	1	12	15	16
431	10	30	4	1	18	20	24
431	11	17	6	4	9	14	15
431	12	30	5	3	6	10	29
431	13	28	17	13	18	21	27
431	14	27	5	1	8	11	25
431	15	22	5	2	7	17	20
432	1	20	6	13	17	24	7
432	2	26	2	14	15	29	7
432	3	17	2	10	11	22	8
432	4	23	6	12	18	26	8
432	5	20	3	14	19	28	11
432	6	13	3	5	10	23	4
432	7	21	1	7	8	25	3
432	8	28	13	21	26	30	16
432	9	27	9	21	23	29	11
432	10	19	1	5	18	30	2
432	11	28	4	22	24	29	18
432	12	25	9	15	24	30	10
432	13	16	5	12	14	17	9
432	14	25	6	19	22	27	16
432	15	20	1	12	15	27	4
433	1	6	3	20	15	8	14
433	2	10	5	25	21	12	20
433	3	5	2	30	26	6	13
433	4	4	3	30	24	7	9
433	5	12	7	23	18	13	17
433	6	6	4	29	25	11	17
433	7	12	4	28	19	15	16
433	8	16	1	30	27	17	20
433	9	3	2	29	23	16	21
433	10	7	5	27	22	14	19
433	11	9	8	26	25	18	19
433	12	24	10	29	28	26	27
433	13	11	2	24	22	15	18
433	14	9	1	23	14	10	11
433	15	8	1	28	22	13	21
434	1	25	16	24	9	8	15
434	2	30	24	29	4	3	18
434	3	28	26	27	10	8	20
434	4	26	19	25	11	1	18
434	5	28	22	24	13	1	17
434	6	22	14	19	9	7	12
434	7	27	14	15	3	1	6
434	8	29	23	25	12	10	13
434	9	22	18	21	6	2	10
434	10	27	16	21	11	4	12
434	11	29	17	26	7	5	15
434	12	30	11	28	5	2	9
434	13	23	20	21	5	3	19
434	14	30	16	20	7	6	13
434	15	23	14	17	4	2	8
435	1	30	9	16	5	21	27
435	2	28	11	15	4	16	25
435	3	25	3	5	1	10	22
435	4	30	10	13	8	19	28
435	5	21	6	8	3	14	17
435	6	23	9	12	2	13	22
435	7	26	6	13	5	15	24
435	8	23	4	19	1	20	21
435	9	29	11	18	8	23	24
435	10	30	7	11	2	14	20
435	11	29	7	9	1	15	17
435	12	24	7	12	3	16	19
435	13	29	22	26	14	27	28
435	14	27	12	18	6	20	25
435	15	26	4	10	2	17	18
436	1	4	19	15	16	27	14
436	2	6	26	12	13	30	11
436	3	9	18	16	17	22	11
436	4	2	27	23	24	30	21
436	5	1	27	12	17	28	10
436	6	7	24	16	20	28	13
436	7	6	18	8	15	21	7
436	8	3	24	18	19	25	12
436	9	1	9	5	7	25	2
436	10	3	28	5	8	30	4
436	11	4	25	22	23	26	20
436	12	3	21	10	14	26	9
436	13	1	20	11	14	29	8
436	14	2	22	13	15	29	10
436	15	5	23	17	19	29	6
437	1	17	13	7	19	12	28
437	2	19	14	4	20	8	21
437	3	16	14	1	26	12	30
437	4	17	10	1	18	3	22
437	5	14	9	2	22	5	27
437	6	17	16	5	20	6	23
437	7	19	11	1	23	2	25
437	8	16	15	2	24	10	29
437	9	8	7	3	24	5	26
437	10	21	11	6	29	7	30
437	11	12	11	3	15	4	27
437	12	23	18	8	27	13	29
437	13	21	13	9	25	10	26
437	14	20	18	9	28	15	30
437	15	24	22	4	25	6	28
438	1	6	7	3	9	2	22
438	2	9	15	5	17	4	30
438	3	18	19	12	24	7	28
438	4	14	21	13	28	3	30
438	5	13	17	10	25	2	26
438	6	11	12	4	21	1	26
438	7	14	17	11	20	7	23
438	8	19	20	8	22	4	25
438	9	14	18	6	25	1	29
438	10	15	16	11	18	2	27
438	11	8	12	6	13	5	27
438	12	24	26	22	29	16	30
438	13	15	23	10	28	8	29
438	14	20	21	10	24	9	27
438	15	5	16	3	19	1	23
439	1	10	24	25	15	21	20
439	2	2	17	24	7	13	11
439	3	6	23	26	13	20	14
439	4	10	26	30	11	18	16
439	5	2	25	29	14	22	16
439	6	1	11	19	6	9	8
439	7	3	20	22	5	19	18
439	8	4	10	29	5	7	6
439	9	1	25	27	7	18	12
439	10	3	29	30	9	28	24
439	11	5	17	28	8	14	12
439	12	1	23	28	4	21	16
439	13	3	15	27	4	13	8
439	14	2	23	30	12	19	15
439	15	9	26	27	17	22	21
440	1	26	15	23	22	30	19
440	2	19	1	18	12	28	5
440	3	21	2	20	13	26	12
440	4	26	3	25	16	28	9
440	5	27	11	24	17	30	12
440	6	21	6	11	8	28	7
440	7	25	8	22	13	27	10
440	8	22	3	17	6	29	5
440	9	24	2	23	9	29	7
440	10	17	1	10	9	20	4
440	11	16	2	8	5	30	4
440	12	16	1	15	14	27	7
440	13	21	3	18	14	23	10
440	14	19	4	14	13	29	11
440	15	24	6	20	18	25	15
441	1	6	8	5	4	24	9
441	2	11	12	5	2	22	18
441	3	19	21	11	1	26	23
441	4	13	22	7	3	27	25
441	5	20	22	19	14	29	24
441	6	13	17	4	2	30	19
441	7	12	17	9	3	28	23
441	8	10	20	5	1	28	25
441	9	18	21	16	6	30	25
441	10	7	15	6	2	29	23
441	11	14	15	9	1	30	27
441	12	14	18	8	7	28	26
441	13	10	16	4	3	29	26
441	14	13	15	12	10	24	21
441	15	16	17	11	8	27	20
442	1	25	22	19	10	13	30
442	2	25	23	9	1	5	27
442	3	27	16	14	8	10	28
442	4	24	19	17	3	15	27
442	5	21	7	5	2	3	30
442	6	20	18	15	5	8	22
442	7	28	20	17	7	9	29
442	8	13	12	11	3	9	14
442	9	25	24	16	4	7	26
442	10	23	21	13	4	8	29
442	11	28	18	11	4	6	30
442	12	21	20	12	6	10	24
442	13	26	19	18	1	12	29
442	14	23	15	14	2	6	26
442	15	17	16	11	1	2	22
443	1	30	24	12	23	19	29
443	2	26	20	3	19	14	25
443	3	30	21	1	13	7	25
443	4	26	12	4	11	6	17
443	5	28	8	2	5	3	24
443	6	27	15	5	13	11	20
443	7	29	18	9	17	13	28
443	8	30	22	6	16	8	27
443	9	25	10	2	9	4	22
443	10	26	21	5	16	9	23
443	11	29	10	1	6	3	15
443	12	19	16	1	11	2	18
443	13	23	17	7	10	8	20
443	14	27	18	4	14	7	24
443	15	28	21	12	15	14	22
444	1	13	27	10	8	2	4
444	2	27	28	21	15	11	12
444	3	22	26	18	16	1	4
444	4	14	29	9	8	5	7
444	5	29	30	27	19	1	6
444	6	20	22	17	11	2	5
444	7	28	29	25	23	4	17
444	8	19	24	16	13	7	11
444	9	18	21	9	6	2	3
444	10	23	30	16	12	3	5
444	11	25	30	24	22	8	21
444	12	25	26	15	14	3	13
444	13	23	24	20	15	1	9
444	14	17	26	12	10	6	7
444	15	20	28	19	18	10	14
445	1	13	22	7	30	28	14
445	2	10	26	5	29	28	12
445	3	2	20	1	30	29	9
445	4	13	19	6	29	21	17
445	5	5	17	4	27	24	14
445	6	7	15	6	27	23	10
445	7	4	15	2	25	19	12
445	8	20	23	11	26	24	21
445	9	17	20	8	25	22	18
445	10	4	9	3	26	18	7
445	11	3	11	1	22	19	10
445	12	16	25	3	30	27	21
445	13	8	11	6	14	12	9
445	14	5	16	2	23	18	13
445	15	8	16	1	28	24	15
446	1	12	29	1	21	27	23
446	2	5	29	4	6	18	16
446	3	13	28	8	17	27	25
446	4	15	30	13	20	29	26
446	5	7	21	5	9	15	10
446	6	3	30	2	7	23	17
446	7	9	27	2	11	24	18
446	8	3	18	1	10	14	13
446	9	11	22	6	12	17	15
446	10	5	25	3	19	22	20
446	11	19	30	4	21	28	24
446	12	11	28	10	16	23	20
446	13	8	24	7	14	22	16
446	14	6	26	1	8	19	9
446	15	4	26	2	12	25	14
447	1	8	25	18	23	11	28
447	2	1	25	15	21	9	27
447	3	6	23	12	15	7	30
447	4	7	25	22	24	16	29
447	5	14	19	17	18	15	29
447	6	5	17	11	13	9	20
447	7	4	26	13	19	7	28
447	8	8	27	17	26	16	30
447	9	2	24	11	14	10	30
447	10	1	20	6	19	3	24
447	11	3	27	14	22	5	28
447	12	2	16	4	9	3	23
447	13	1	13	10	12	8	22
447	14	4	18	6	10	5	21
447	15	2	26	20	21	12	29
448	1	29	19	15	14	23	27
448	2	17	8	6	1	13	15
448	3	27	5	3	1	10	22
448	4	28	20	6	2	22	23
448	5	26	16	13	3	19	25
448	6	21	12	4	3	15	20
448	7	28	18	10	7	21	25
448	8	26	7	6	5	11	24
448	9	29	9	8	2	21	26
448	10	30	12	10	8	14	24
448	11	27	12	11	2	17	25
448	12	30	16	7	1	20	29
448	13	28	9	5	4	13	14
448	14	24	17	16	4	18	23
448	15	30	18	11	9	19	22
449	1	9	16	15	8	2	18
449	2	13	24	15	6	3	30
449	3	17	26	22	9	7	29
449	4	10	21	19	9	4	30
449	5	13	22	16	12	5	28
449	6	12	21	18	11	3	29
449	7	5	20	7	2	1	30
449	8	15	25	22	14	10	27
449	9	6	28	25	4	1	29
449	10	17	23	20	11	10	28
449	11	11	26	24	8	1	27
449	12	16	23	21	7	6	27
449	13	14	23	19	12	2	24
449	14	19	25	20	18	13	26
449	15	5	14	8	4	3	17
450	1	10	3	20	1	9	23
450	2	23	8	25	7	13	26
450	3	18	3	19	2	17	24
450	4	22	4	26	1	19	28
450	5	13	6	14	5	10	19
450	6	23	17	27	5	21	30
450	7	12	8	21	4	10	24
450	8	20	5	22	2	16	25
450	9	15	6	17	1	7	29
450	10	16	9	29	4	13	30
450	11	11	7	12	2	9	14
450	12	27	24	28	14	25	29
450	13	18	11	21	6	16	26
450	14	15	8	22	3	11	27
450	15	20	15	28	12	18	30
451	1	13	24	26	28	10	7
451	2	19	21	22	26	16	14
451	3	7	9	19	20	4	2
451	4	7	11	12	21	6	1
451	5	14	23	27	30	9	6
451	6	8	17	26	29	6	2
451	7	16	24	25	30	11	4
451	8	20	22	25	29	5	1
451	9	21	25	27	28	17	15
451	10	11	14	18	29	10	3
451	11	15	18	22	30	13	2
451	12	13	16	20	27	12	3
451	13	8	10	15	23	4	1
451	14	9	12	18	28	8	5
451	15	17	19	23	24	5	3
452	1	4	30	21	2	26	29
452	2	10	28	23	7	24	26
452	3	6	25	7	2	12	20
452	4	18	25	19	4	22	23
452	5	6	28	13	3	16	21
452	6	6	29	14	5	18	27
452	7	5	19	7	3	15	17
452	8	16	30	17	11	22	27
452	9	9	16	10	4	12	15
452	10	10	22	13	8	14	20
452	11	19	27	20	9	21	24
452	12	3	26	9	1	11	14
452	13	5	30	12	1	13	23
452	14	2	24	8	1	17	18
452	15	11	29	15	8	25	28
453	1	17	4	12	11	15	7
453	2	26	2	17	16	24	5
453	3	27	3	18	7	20	5
453	4	29	10	19	18	26	15
453	5	27	12	21	16	25	13
453	6	28	2	18	14	21	4
453	7	29	9	14	13	20	11
453	8	25	5	11	10	22	6
453	9	30	1	27	15	28	6
453	10	30	2	22	12	29	8
453	11	28	9	23	19	25	17
453	12	19	3	14	8	16	6
453	13	30	10	23	21	24	20
453	14	26	1	13	8	23	7
453	15	24	1	9	4	22	3
454	1	14	20	10	11	22	6
454	2	18	21	12	16	22	3
454	3	21	28	13	14	30	2
454	4	12	15	4	9	28	1
454	5	23	24	10	15	30	7
454	6	25	26	4	6	30	3
454	7	20	26	17	19	27	12
454	8	14	18	8	9	27	7
454	9	13	22	5	7	26	1
454	10	23	28	8	20	29	3
454	11	16	19	6	8	24	1
454	12	19	21	11	15	29	5
454	13	17	25	10	13	29	9
454	14	17	18	4	11	24	2
454	15	23	25	5	16	27	2
455	1	22	2	7	17	9	21
455	2	30	1	4	16	7	27
455	3	29	10	14	18	16	20
455	4	28	1	15	24	21	26
455	5	25	4	5	19	18	21
455	6	25	2	6	15	11	20
455	7	30	2	3	13	10	26
455	8	27	3	12	20	19	22
455	9	23	8	15	17	16	19
455	10	28	5	8	10	9	12
455	11	29	4	8	13	11	24
455	12	30	5	6	22	14	24
455	13	29	1	3	9	6	23
455	14	26	7	11	18	12	23
455	15	28	13	14	25	17	27
456	1	21	14	13	17	11	16
456	2	29	16	6	27	4	22
456	3	30	13	12	29	5	24
456	4	19	4	2	13	1	7
456	5	28	10	5	25	4	20
456	6	27	12	10	18	3	17
456	7	24	9	7	20	3	14
456	8	26	8	3	25	2	16
456	9	30	18	9	26	6	19
456	10	28	18	11	24	2	23
456	11	23	6	5	17	1	8
456	12	25	12	9	22	1	21
456	13	30	15	14	28	8	22
456	14	27	20	19	23	15	21
456	15	29	11	10	26	7	15
457	1	18	27	23	28	16	29
457	2	9	14	10	20	3	26
457	3	10	21	11	25	2	28
457	4	6	11	7	18	4	26
457	5	11	15	13	22	9	27
457	6	3	5	4	15	2	23
457	7	8	17	12	28	3	30
457	8	7	24	14	27	5	30
457	9	12	16	13	19	4	20
457	10	10	19	18	22	1	30
457	11	5	9	8	16	1	25
457	12	15	19	17	24	6	25
457	13	17	21	20	22	7	23
457	14	8	14	13	21	6	29
457	15	2	24	12	26	1	29
458	1	19	25	21	8	15	30
458	2	12	28	14	3	10	29
458	3	10	19	16	1	7	24
458	4	23	29	27	11	18	30
458	5	5	22	7	3	4	30
458	6	16	26	23	4	8	28
458	7	11	16	14	2	6	20
458	8	3	18	17	1	2	21
458	9	12	25	17	5	6	26
458	10	12	19	13	9	11	22
458	11	20	26	21	7	13	29
458	12	6	15	13	1	4	27
458	13	17	24	22	8	14	27
458	14	20	25	24	9	18	28
458	15	9	15	10	2	5	23
459	1	7	21	29	23	28	25
459	2	7	12	27	18	26	20
459	3	4	6	26	10	13	11
459	4	2	8	29	11	19	18
459	5	9	11	21	14	17	15
459	6	2	6	24	7	22	9
459	7	1	3	25	6	16	8
459	8	5	13	28	15	27	16
459	9	1	4	30	9	29	27
459	10	2	5	25	10	14	12
459	11	3	4	24	12	23	15
459	12	5	8	30	17	24	20
459	13	1	10	28	17	22	18
459	14	14	16	30	19	26	23
459	15	3	13	22	19	21	20
460	1	12	4	14	22	27	26
460	2	12	10	18	23	30	24
460	3	11	2	15	23	29	28
460	4	4	2	7	10	19	13
460	5	8	4	9	21	25	23
460	6	7	1	17	22	30	29
460	7	13	5	21	22	28	24
460	8	6	3	8	26	30	28
460	9	5	3	7	9	15	14
460	10	8	1	11	13	27	20
460	11	3	1	16	19	25	24
460	12	5	2	6	12	20	16
460	13	10	6	15	17	27	25
460	14	14	11	16	17	21	18
460	15	18	9	19	20	29	26
461	1	28	3	23	29	24	26
461	2	20	2	6	23	13	18
461	3	18	1	3	27	8	12
461	4	25	12	13	30	16	24
461	5	21	14	16	27	19	20
461	6	19	3	4	25	7	15
461	7	29	5	7	30	10	20
461	8	22	6	8	29	14	15
461	9	22	5	12	26	17	21
461	10	19	2	5	24	8	9
461	11	17	4	9	28	13	14
461	12	25	1	6	28	10	21
461	13	18	4	10	26	11	16
461	14	17	1	2	30	11	15
461	15	23	7	9	27	11	22
462	1	29	14	25	17	30	20
462	2	17	5	16	13	26	15
462	3	19	2	18	3	21	17
462	4	21	6	16	7	29	9
462	5	21	1	20	8	22	10
462	6	14	2	11	4	28	9
462	7	23	4	20	5	24	7
462	8	25	10	23	11	26	19
462	9	27	1	26	9	30	12
462	10	22	7	18	11	27	13
462	11	18	8	15	12	24	14
462	12	12	3	10	5	28	6
462	13	28	1	24	13	29	19
462	14	23	2	22	6	30	15
462	15	25	3	16	4	27	8
463	1	19	9	6	22	10	7
463	2	22	11	2	29	15	3
463	3	29	18	8	30	26	9
463	4	27	22	5	28	23	14
463	5	25	17	7	26	23	12
463	6	19	12	1	20	13	2
463	7	28	16	1	30	17	3
463	8	23	18	2	24	21	4
463	9	15	8	4	28	13	7
463	10	20	14	3	25	18	6
463	11	17	13	9	24	14	11
463	12	27	15	6	30	21	12
463	13	24	16	8	27	20	10
463	14	25	5	1	29	10	4
463	15	21	16	5	26	19	11
464	1	24	30	3	9	25	21
464	2	13	22	2	3	16	6
464	3	25	27	6	7	26	12
464	4	16	28	8	11	27	15
464	5	19	30	10	12	20	16
464	6	14	19	1	3	18	8
464	7	14	21	2	7	20	11
464	8	17	30	5	7	23	8
464	9	13	17	1	9	15	12
464	10	14	29	5	10	26	13
464	11	20	28	4	5	22	9
464	12	25	29	1	2	28	23
464	13	21	27	4	10	23	18
464	14	22	26	11	17	24	18
464	15	19	29	4	6	24	15
465	1	29	13	21	19	27	15
465	2	25	5	20	19	23	10
465	3	29	5	18	14	28	8
465	4	18	3	12	11	13	7
465	5	28	4	22	21	26	9
465	6	13	1	9	8	10	2
465	7	28	1	16	6	23	3
465	8	24	8	20	16	21	11
465	9	30	9	24	18	25	17
465	10	27	6	25	14	26	11
465	11	30	1	22	20	27	7
465	12	30	2	26	23	29	12
465	13	24	3	14	10	15	4
465	14	19	2	7	6	17	4
465	15	22	5	16	15	17	12
466	1	4	12	3	23	8	22
466	2	10	19	7	22	18	21
466	3	6	11	3	28	7	17
466	4	5	14	1	16	7	15
466	5	16	24	8	26	18	25
466	6	14	25	12	30	21	28
466	7	4	17	1	29	13	18
466	8	3	10	2	24	5	20
466	9	10	26	6	30	13	27
466	10	8	11	2	14	9	13
466	11	2	23	1	28	19	26
466	12	9	19	5	29	12	27
466	13	16	22	11	30	20	29
466	14	6	15	4	24	9	21
466	15	17	23	15	27	20	25
467	1	30	22	14	17	25	9
467	2	30	27	20	26	29	11
467	3	28	12	5	11	17	3
467	4	28	23	8	10	25	4
467	5	20	12	9	10	13	1
467	6	24	15	11	14	19	8
467	7	28	20	6	16	22	2
467	8	19	16	7	9	18	5
467	9	27	24	5	21	25	2
467	10	27	22	15	18	23	13
467	11	26	12	4	7	15	2
467	12	29	23	3	16	24	1
467	13	29	17	6	13	19	4
467	14	26	18	10	14	21	3
467	15	30	8	6	7	21	1
468	1	14	11	3	26	2	21
468	2	23	16	15	30	10	28
468	3	14	10	9	27	7	18
468	4	13	11	9	25	4	15
468	5	19	17	4	28	3	20
468	6	17	16	13	26	6	18
468	7	24	19	14	30	12	25
468	8	18	11	8	30	1	20
468	9	25	22	16	29	3	27
468	10	13	7	5	23	2	19
468	11	8	7	6	22	4	12
468	12	12	10	2	29	1	17
468	13	22	15	5	26	1	24
468	14	23	21	20	27	6	24
468	15	21	9	8	29	5	28
469	1	1	28	30	25	17	13
469	2	2	22	23	13	4	3
469	3	1	19	21	10	7	6
469	4	4	14	28	11	10	8
469	5	1	23	24	14	12	5
469	6	3	27	29	25	19	8
469	7	2	25	26	24	21	16
469	8	2	27	28	20	6	5
469	9	9	19	20	16	14	13
469	10	8	23	30	21	18	15
469	11	3	15	17	9	7	5
469	12	4	26	29	20	18	7
469	13	6	24	29	22	15	11
469	14	10	18	22	17	16	12
469	15	9	27	30	26	12	11
470	1	9	29	20	8	6	22
470	2	19	24	20	15	7	23
470	3	20	27	21	18	14	25
470	4	16	28	17	15	10	25
470	5	13	26	17	8	2	21
470	6	6	24	13	4	3	18
470	7	16	30	21	7	4	29
470	8	22	30	26	15	5	27
470	9	12	27	16	3	2	23
470	10	10	29	11	5	3	14
470	11	9	18	11	7	1	17
470	12	4	22	10	2	1	19
470	13	14	28	23	6	1	26
470	14	12	25	13	9	5	19
470	15	12	30	24	11	8	28
471	1	20	25	16	30	22	6
471	2	12	22	9	26	21	1
471	3	20	27	19	28	21	3
471	4	10	24	2	28	16	1
471	5	17	21	16	23	18	8
471	6	11	19	8	25	13	2
471	7	17	26	14	29	25	3
471	8	12	28	8	30	15	5
471	9	7	23	6	24	15	3
471	10	5	18	4	26	6	2
471	11	14	24	11	27	22	4
471	12	9	14	7	20	13	5
471	13	11	29	10	30	23	9
471	14	15	27	13	29	18	1
471	15	10	17	7	19	12	4
472	1	9	17	3	25	28	19
472	2	6	11	3	16	30	12
472	3	8	10	2	20	23	12
472	4	9	14	8	22	26	18
472	5	7	17	5	27	29	20
472	6	6	14	2	27	28	15
472	7	7	13	1	24	30	14
472	8	2	11	1	21	26	17
472	9	11	13	5	23	25	22
472	10	4	12	1	25	27	18
472	11	9	15	7	21	23	16
472	12	4	8	3	24	29	21
472	13	10	16	5	24	28	18
472	14	15	19	4	22	30	20
472	15	10	13	6	26	29	19
473	1	30	9	22	14	1	7
473	2	27	10	17	16	1	5
473	3	29	16	26	20	7	15
473	4	29	13	25	14	3	6
473	5	22	10	19	12	2	3
473	6	27	18	26	22	4	13
473	7	21	11	18	15	1	3
473	8	25	15	19	17	8	9
473	9	30	16	28	21	2	6
473	10	30	17	24	20	12	13
473	11	27	21	24	23	8	14
473	12	26	8	12	11	5	6
473	13	28	11	24	19	4	7
473	14	28	20	25	23	10	18
473	15	29	5	23	9	2	4
474	1	19	27	22	10	30	20
474	2	5	24	17	4	30	16
474	3	12	25	23	11	27	13
474	4	6	19	15	4	25	14
474	5	9	26	21	6	29	20
474	6	7	18	11	3	30	9
474	7	7	21	16	2	25	10
474	8	14	28	23	3	29	16
474	9	7	15	13	5	26	8
474	10	13	22	21	4	28	18
474	11	10	24	15	1	29	11
474	12	17	23	19	1	26	18
474	13	9	22	14	8	24	12
474	14	2	20	12	1	28	5
474	15	3	17	8	2	27	6
475	1	22	4	27	5	14	18
475	2	23	7	26	8	14	21
475	3	23	3	25	9	15	19
475	4	19	5	21	6	10	12
475	5	24	1	28	7	10	11
475	6	25	2	27	12	17	24
475	7	25	1	30	16	18	21
475	8	24	4	29	8	13	19
475	9	26	5	28	9	17	20
475	10	29	11	30	14	15	17
475	11	28	3	29	6	16	22
475	12	27	3	30	10	13	26
475	13	16	4	20	7	12	15
475	14	11	2	18	6	8	9
475	15	22	1	23	2	13	20
476	1	14	28	21	3	1	15
476	2	13	30	21	11	7	16
476	3	20	26	24	8	5	21
476	4	12	23	18	3	2	16
476	5	20	28	27	19	4	23
476	6	15	27	25	8	6	16
476	7	12	29	28	11	10	24
476	8	7	24	17	6	3	9
476	9	18	25	22	11	9	19
476	10	17	30	22	2	1	20
476	11	6	29	19	5	2	14
476	12	23	30	29	15	9	26
476	13	8	22	14	7	4	10
476	14	13	27	18	10	5	17
476	15	12	26	25	4	1	13
477	1	4	5	13	12	17	6
477	2	5	16	26	25	28	18
477	3	6	10	26	24	30	20
477	4	1	3	19	8	24	5
477	5	4	7	23	21	30	8
477	6	1	12	22	18	23	14
477	7	8	9	14	13	16	10
477	8	2	13	28	23	29	20
477	9	11	15	22	17	30	16
477	10	7	9	27	24	28	22
477	11	1	17	25	21	27	20
477	12	2	6	18	11	19	7
477	13	2	3	21	15	26	14
477	14	3	4	25	11	29	9
477	15	10	12	27	19	29	15
478	1	25	28	30	11	8	10
478	2	24	25	27	15	1	14
478	3	18	20	27	13	6	8
478	4	22	23	29	18	4	11
478	5	20	21	29	19	3	15
478	6	13	16	22	12	1	5
478	7	16	17	23	14	3	8
478	8	19	22	25	7	2	6
478	9	21	26	30	17	7	13
478	10	10	21	27	9	4	5
478	11	23	26	28	19	1	9
478	12	17	24	29	12	2	10
478	13	16	18	30	15	2	9
478	14	11	24	26	6	3	5
478	15	14	20	28	12	4	7
479	1	24	19	26	27	1	23
479	2	26	4	28	29	2	16
479	3	21	13	26	30	5	14
479	4	17	3	19	30	2	9
479	5	16	12	18	27	3	14
479	6	17	11	18	29	10	13
479	7	22	9	25	28	1	13
479	8	20	8	27	29	6	9
479	9	15	7	17	20	1	14
479	10	15	8	21	25	2	12
479	11	20	10	23	28	5	12
479	12	11	5	15	19	4	6
479	13	24	7	25	30	4	18
479	14	21	6	22	24	3	10
479	15	16	8	22	23	7	11
480	1	6	11	8	17	9	2
480	2	4	27	15	30	19	2
480	3	17	28	18	30	23	3
480	4	5	23	20	27	21	1
480	5	3	16	4	26	6	1
480	6	12	25	21	26	24	2
480	7	9	23	10	24	19	7
480	8	8	18	10	25	16	5
480	9	6	19	13	22	14	5
480	10	13	28	20	29	26	9
480	11	7	17	13	25	15	1
480	12	18	27	22	29	24	11
480	13	12	29	14	30	16	7
480	14	8	20	12	22	15	3
480	15	10	21	11	28	14	4
481	1	26	28	19	5	18	2
481	2	14	28	13	9	12	3
481	3	19	21	16	4	6	3
481	4	18	25	15	7	11	3
481	5	27	29	20	15	16	13
481	6	11	27	9	6	8	2
481	7	23	24	14	7	10	6
481	8	24	26	20	8	12	4
481	9	29	30	18	4	14	1
481	10	23	25	16	5	8	1
481	11	24	25	22	17	19	13
481	12	27	30	26	21	22	7
481	13	28	30	23	17	20	11
481	14	21	29	17	9	10	5
481	15	15	22	12	2	10	1
482	1	8	18	12	11	9	15
482	2	2	28	12	4	3	23
482	3	6	29	15	14	7	20
482	4	5	26	12	10	7	24
482	5	1	29	22	16	8	28
482	6	1	30	17	6	4	24
482	7	2	29	19	13	9	24
482	8	3	30	16	11	7	27
482	9	5	23	20	17	8	21
482	10	6	27	23	13	10	25
482	11	17	27	22	19	18	26
482	12	9	30	26	25	20	28
482	13	2	25	21	14	11	22
