Resp	Phase	City	CityN	Conf
21368	1	Jakarta (Mitra Market Research )	1	129
21369	1	Jakarta (Mitra Market Research )	1	897
21370	1	Jakarta (Mitra Market Research )	1	346
21371	1	Jakarta (Mitra Market Research )	1	006
21372	1	Jakarta (Mitra Market Research )	1	348
21373	1	Jakarta (Mitra Market Research )	1	136
21374	1	Jakarta (Mitra Market Research )	1	147
21375	1	Jakarta (Mitra Market Research )	1	654
21376	1	Jakarta (Mitra Market Research )	1	163
21377	1	Jakarta (Mitra Market Research )	1	975
21378	1	Jakarta (Mitra Market Research )	1	308
21379	1	Jakarta (Mitra Market Research )	1	074
21380	1	Jakarta (Mitra Market Research )	1	637
21381	1	Jakarta (Mitra Market Research )	1	984
21382	1	Jakarta (Mitra Market Research )	1	755
21383	1	Jakarta (Mitra Market Research )	1	298
21384	1	Jakarta (Mitra Market Research )	1	445
21385	1	Jakarta (Mitra Market Research )	1	261
21386	1	Jakarta (Mitra Market Research )	1	275
21387	1	Jakarta (Mitra Market Research )	1	474
21388	1	Jakarta (Mitra Market Research )	1	101
21389	1	Jakarta (Mitra Market Research )	1	213
21390	1	Jakarta (Mitra Market Research )	1	206
21391	1	Jakarta (Mitra Market Research )	1	556
21392	1	Jakarta (Mitra Market Research )	1	222
21393	1	Jakarta (Mitra Market Research )	1	459
21394	1	Jakarta (Mitra Market Research )	1	244
21395	1	Jakarta (Mitra Market Research )	1	796
21396	1	Jakarta (Mitra Market Research )	1	966
21397	1	Jakarta (Mitra Market Research )	1	555
21398	1	Jakarta (Mitra Market Research )	1	405
21399	1	Jakarta (Mitra Market Research )	1	197
214	1	Test	2	063
21400	1	Jakarta (Mitra Market Research )	1	767
21401	1	Jakarta (Mitra Market Research )	1	953
21402	1	Jakarta (Mitra Market Research )	1	095
21403	1	Jakarta (Mitra Market Research )	1	316
21404	1	Jakarta (Mitra Market Research )	1	765
21405	1	Jakarta (Mitra Market Research )	1	609
21406	1	Jakarta (Mitra Market Research )	1	296
21407	1	Jakarta (Mitra Market Research )	1	768
21408	1	Jakarta (Mitra Market Research )	1	033
21409	1	Jakarta (Mitra Market Research )	1	824
21410	1	Jakarta (Mitra Market Research )	1	037
21411	1	Jakarta (Mitra Market Research )	1	224
21412	1	Jakarta (Mitra Market Research )	1	045
21413	1	Jakarta (Mitra Market Research )	1	806
21414	1	Jakarta (Mitra Market Research )	1	349
21415	1	Jakarta (Mitra Market Research )	1	409
21416	1	Jakarta (Mitra Market Research )	1	916
21417	1	Jakarta (Mitra Market Research )	1	321
21418	1	Jakarta (Mitra Market Research )	1	509
21419	1	Jakarta (Mitra Market Research )	1	925
21420	1	Jakarta (Mitra Market Research )	1	525
21421	1	Jakarta (Mitra Market Research )	1	437
21422	1	Jakarta (Mitra Market Research )	1	319
21423	1	Jakarta (Mitra Market Research )	1	434
21424	1	Jakarta (Mitra Market Research )	1	451
21425	1	Jakarta (Mitra Market Research )	1	981
21426	1	Jakarta (Mitra Market Research )	1	948
21427	1	Jakarta (Mitra Market Research )	1	178
21428	1	Jakarta (Mitra Market Research )	1	123
21429	1	Jakarta (Mitra Market Research )	1	011
21430	1	Jakarta (Mitra Market Research )	1	199
21431	1	Jakarta (Mitra Market Research )	1	172
21432	1	Jakarta (Mitra Market Research )	1	399
21433	1	Jakarta (Mitra Market Research )	1	561
21434	1	Jakarta (Mitra Market Research )	1	584
21435	1	Jakarta (Mitra Market Research )	1	295
21436	1	Jakarta (Mitra Market Research )	1	278
21437	1	Jakarta (Mitra Market Research )	1	878
21438	1	Jakarta (Mitra Market Research )	1	386
21439	1	Jakarta (Mitra Market Research )	1	687
21440	1	Jakarta (Mitra Market Research )	1	701
21441	1	Jakarta (Mitra Market Research )	1	131
21442	1	Jakarta (Mitra Market Research )	1	933
21443	1	Jakarta (Mitra Market Research )	1	939
21444	1	Jakarta (Mitra Market Research )	1	047
21445	1	Jakarta (Mitra Market Research )	1	343
21446	1	Jakarta (Mitra Market Research )	1	905
21447	1	Jakarta (Mitra Market Research )	1	392
21448	1	Jakarta (Mitra Market Research )	1	157
21449	1	Jakarta (Mitra Market Research )	1	324
21450	1	Jakarta (Mitra Market Research )	1	303
21451	1	Jakarta (Mitra Market Research )	1	234
21452	1	Jakarta (Mitra Market Research )	1	711
21453	1	Jakarta (Mitra Market Research )	1	781
21454	1	Jakarta (Mitra Market Research )	1	993
21455	1	Jakarta (Mitra Market Research )	1	981
21456	1	Jakarta (Mitra Market Research )	1	346
21457	1	Jakarta (Mitra Market Research )	1	857
21458	1	Jakarta (Mitra Market Research )	1	934
21459	1	Jakarta (Mitra Market Research )	1	205
21460	1	Jakarta (Mitra Market Research )	1	213
21461	1	Jakarta (Mitra Market Research )	1	197
21462	1	Jakarta (Mitra Market Research )	1	272
21463	1	Jakarta (Mitra Market Research )	1	751
21464	1	Jakarta (Mitra Market Research )	1	813
21465	1	Jakarta (Mitra Market Research )	1	954
21466	1	Jakarta (Mitra Market Research )	1	082
21467	1	Jakarta (Mitra Market Research )	1	059
21468	1	Jakarta (Mitra Market Research )	1	483
21469	1	Jakarta (Mitra Market Research )	1	616
21470	1	Jakarta (Mitra Market Research )	1	694
21471	1	Jakarta (Mitra Market Research )	1	332
21472	1	Jakarta (Mitra Market Research )	1	559
21473	1	Jakarta (Mitra Market Research )	1	452
21474	1	Jakarta (Mitra Market Research )	1	995
21475	1	Jakarta (Mitra Market Research )	1	462
21476	1	Jakarta (Mitra Market Research )	1	665
21477	1	Jakarta (Mitra Market Research )	1	086
21478	1	Jakarta (Mitra Market Research )	1	838
21479	1	Jakarta (Mitra Market Research )	1	298
21480	1	Jakarta (Mitra Market Research )	1	468
21481	1	Jakarta (Mitra Market Research )	1	012
21482	1	Jakarta (Mitra Market Research )	1	148
21483	1	Jakarta (Mitra Market Research )	1	162
21484	1	Jakarta (Mitra Market Research )	1	909
21485	1	Jakarta (Mitra Market Research )	1	765
21486	1	Jakarta (Mitra Market Research )	1	655
21487	1	Jakarta (Mitra Market Research )	1	666
21488	1	Jakarta (Mitra Market Research )	1	117
21489	1	Jakarta (Mitra Market Research )	1	933
21490	1	Jakarta (Mitra Market Research )	1	538
21491	1	Jakarta (Mitra Market Research )	1	702
21492	1	Jakarta (Mitra Market Research )	1	674
21493	1	Jakarta (Mitra Market Research )	1	409
21494	1	Jakarta (Mitra Market Research )	1	068
21495	1	Jakarta (Mitra Market Research )	1	539
21496	1	Jakarta (Mitra Market Research )	1	813
21497	1	Jakarta (Mitra Market Research )	1	848
21498	1	Jakarta (Mitra Market Research )	1	346
21499	1	Jakarta (Mitra Market Research )	1	603
215	1	Test	2	214
21500	1	Jakarta (Mitra Market Research )	1	676
21501	1	Jakarta (Mitra Market Research )	1	573
21502	1	Jakarta (Mitra Market Research )	1	862
21503	1	Jakarta (Mitra Market Research )	1	683
21504	1	Jakarta (Mitra Market Research )	1	331
21505	1	Jakarta (Mitra Market Research )	1	462
21506	1	Jakarta (Mitra Market Research )	1	265
21507	1	Jakarta (Mitra Market Research )	1	827
21508	1	Jakarta (Mitra Market Research )	1	799
21509	1	Jakarta (Mitra Market Research )	1	643
21510	1	Jakarta (Mitra Market Research )	1	511
21511	1	Jakarta (Mitra Market Research )	1	388
21512	1	Jakarta (Mitra Market Research )	1	333
21513	1	Jakarta (Mitra Market Research )	1	264
21514	1	Jakarta (Mitra Market Research )	1	291
21515	1	Jakarta (Mitra Market Research )	1	567
21516	1	Jakarta (Mitra Market Research )	1	817
21517	1	Jakarta (Mitra Market Research )	1	507
21518	1	Jakarta (Mitra Market Research )	1	892
21519	1	Jakarta (Mitra Market Research )	1	181
21520	1	Jakarta (Mitra Market Research )	1	402
21521	1	Jakarta (Mitra Market Research )	1	038
21522	1	Jakarta (Mitra Market Research )	1	129
21523	1	Jakarta (Mitra Market Research )	1	622
21524	1	Jakarta (Mitra Market Research )	1	443
21525	1	Jakarta (Mitra Market Research )	1	066
21526	1	Jakarta (Mitra Market Research )	1	399
21527	1	Jakarta (Mitra Market Research )	1	615
21528	1	Jakarta (Mitra Market Research )	1	358
21529	1	Jakarta (Mitra Market Research )	1	702
21530	1	Jakarta (Mitra Market Research )	1	437
21531	1	Jakarta (Mitra Market Research )	1	862
21532	1	Jakarta (Mitra Market Research )	1	114
21533	1	Jakarta (Mitra Market Research )	1	828
21534	1	Jakarta (Mitra Market Research )	1	228
21535	1	Jakarta (Mitra Market Research )	1	831
21536	1	Jakarta (Mitra Market Research )	1	058
21537	1	Jakarta (Mitra Market Research )	1	018
21538	1	Jakarta (Mitra Market Research )	1	503
21539	1	Jakarta (Mitra Market Research )	1	729
21540	1	Jakarta (Mitra Market Research )	1	713
21541	1	Jakarta (Mitra Market Research )	1	985
21542	1	Jakarta (Mitra Market Research )	1	488
21543	1	Jakarta (Mitra Market Research )	1	692
21544	1	Jakarta (Mitra Market Research )	1	298
21545	1	Jakarta (Mitra Market Research )	1	892
21546	1	Jakarta (Mitra Market Research )	1	383
21547	1	Jakarta (Mitra Market Research )	1	762
21548	1	Jakarta (Mitra Market Research )	1	329
21549	1	Jakarta (Mitra Market Research )	1	945
21550	1	Jakarta (Mitra Market Research )	1	744
21551	1	Jakarta (Mitra Market Research )	1	242
21552	1	Jakarta (Mitra Market Research )	1	379
21553	1	Jakarta (Mitra Market Research )	1	089
21554	1	Jakarta (Mitra Market Research )	1	763
21555	1	Jakarta (Mitra Market Research )	1	889
21556	1	Jakarta (Mitra Market Research )	1	317
21557	1	Jakarta (Mitra Market Research )	1	102
21558	1	Jakarta (Mitra Market Research )	1	664
21559	1	Jakarta (Mitra Market Research )	1	745
21560	1	Jakarta (Mitra Market Research )	1	814
21561	1	Jakarta (Mitra Market Research )	1	759
21562	1	Jakarta (Mitra Market Research )	1	469
21563	1	Jakarta (Mitra Market Research )	1	219
21564	1	Jakarta (Mitra Market Research )	1	238
21565	1	Jakarta (Mitra Market Research )	1	315
21566	1	Jakarta (Mitra Market Research )	1	538
21567	1	Jakarta (Mitra Market Research )	1	904
21568	1	Jakarta (Mitra Market Research )	1	866
21569	1	Jakarta (Mitra Market Research )	1	889
21570	1	Jakarta (Mitra Market Research )	1	211
21571	1	Jakarta (Mitra Market Research )	1	042
21572	1	Jakarta (Mitra Market Research )	1	107
21573	1	Jakarta (Mitra Market Research )	1	727
21574	1	Jakarta (Mitra Market Research )	1	413
21575	1	Jakarta (Mitra Market Research )	1	337
21576	1	Jakarta (Mitra Market Research )	1	246
21577	1	Jakarta (Mitra Market Research )	1	447
21578	1	Jakarta (Mitra Market Research )	1	381
21579	1	Jakarta (Mitra Market Research )	1	246
21580	1	Jakarta (Mitra Market Research )	1	878
21581	1	Jakarta (Mitra Market Research )	1	839
21582	1	Jakarta (Mitra Market Research )	1	415
21583	1	Jakarta (Mitra Market Research )	1	942
21584	1	Jakarta (Mitra Market Research )	1	244
21585	1	Jakarta (Mitra Market Research )	1	571
21586	1	Jakarta (Mitra Market Research )	1	272
21587	1	Jakarta (Mitra Market Research )	1	904
21588	1	Jakarta (Mitra Market Research )	1	157
21589	1	Jakarta (Mitra Market Research )	1	821
21590	1	Jakarta (Mitra Market Research )	1	917
21591	1	Jakarta (Mitra Market Research )	1	604
21592	1	Jakarta (Mitra Market Research )	1	991
21593	1	Jakarta (Mitra Market Research )	1	921
21594	1	Jakarta (Mitra Market Research )	1	956
21595	1	Jakarta (Mitra Market Research )	1	073
21596	1	Jakarta (Mitra Market Research )	1	631
21597	1	Jakarta (Mitra Market Research )	1	999
21598	1	Jakarta (Mitra Market Research )	1	313
21599	1	Jakarta (Mitra Market Research )	1	879
216	1	Test	2	977
21600	1	Jakarta (Mitra Market Research )	1	643
21601	1	Jakarta (Mitra Market Research )	1	533
21602	1	Jakarta (Mitra Market Research )	1	703
21603	1	Jakarta (Mitra Market Research )	1	436
21604	1	Jakarta (Mitra Market Research )	1	877
21605	1	Jakarta (Mitra Market Research )	1	214
21606	1	Jakarta (Mitra Market Research )	1	588
21607	1	Jakarta (Mitra Market Research )	1	514
21608	1	Jakarta (Mitra Market Research )	1	211
21609	1	Jakarta (Mitra Market Research )	1	856
21610	1	Jakarta (Mitra Market Research )	1	178
21611	1	Jakarta (Mitra Market Research )	1	086
21612	1	Jakarta (Mitra Market Research )	1	657
21613	1	Jakarta (Mitra Market Research )	1	305
21614	1	Jakarta (Mitra Market Research )	1	256
21615	1	Jakarta (Mitra Market Research )	1	914
21616	1	Jakarta (Mitra Market Research )	1	693
21617	1	Jakarta (Mitra Market Research )	1	939
21618	1	Jakarta (Mitra Market Research )	1	357
21619	1	Jakarta (Mitra Market Research )	1	259
21620	1	Jakarta (Mitra Market Research )	1	473
21621	1	Jakarta (Mitra Market Research )	1	083
21622	1	Jakarta (Mitra Market Research )	1	889
21623	1	Jakarta (Mitra Market Research )	1	925
21624	1	Jakarta (Mitra Market Research )	1	304
21625	1	Jakarta (Mitra Market Research )	1	486
21626	1	Jakarta (Mitra Market Research )	1	942
21627	1	Jakarta (Mitra Market Research )	1	754
21628	1	Jakarta (Mitra Market Research )	1	342
21629	1	Jakarta (Mitra Market Research )	1	356
21630	1	Jakarta (Mitra Market Research )	1	222
21631	1	Jakarta (Mitra Market Research )	1	736
21632	1	Jakarta (Mitra Market Research )	1	968
21633	1	Jakarta (Mitra Market Research )	1	703
21634	1	Jakarta (Mitra Market Research )	1	223
21635	1	Jakarta (Mitra Market Research )	1	424
21636	1	Jakarta (Mitra Market Research )	1	294
21637	1	Jakarta (Mitra Market Research )	1	464
21638	1	Jakarta (Mitra Market Research )	1	496
21639	1	Jakarta (Mitra Market Research )	1	686
21640	1	Jakarta (Mitra Market Research )	1	173
21641	1	Jakarta (Mitra Market Research )	1	179
21642	1	Jakarta (Mitra Market Research )	1	124
21643	1	Jakarta (Mitra Market Research )	1	338
21644	1	Jakarta (Mitra Market Research )	1	477
21645	1	Jakarta (Mitra Market Research )	1	671
21646	1	Jakarta (Mitra Market Research )	1	029
21647	1	Jakarta (Mitra Market Research )	1	217
21648	1	Jakarta (Mitra Market Research )	1	944
21649	1	Jakarta (Mitra Market Research )	1	127
21650	1	Jakarta (Mitra Market Research )	1	533
21651	1	Jakarta (Mitra Market Research )	1	799
21652	1	Jakarta (Mitra Market Research )	1	926
21653	1	Jakarta (Mitra Market Research )	1	747
21654	1	Jakarta (Mitra Market Research )	1	169
21655	1	Jakarta (Mitra Market Research )	1	743
21656	1	Jakarta (Mitra Market Research )	1	939
21657	1	Jakarta (Mitra Market Research )	1	983
21658	1	Jakarta (Mitra Market Research )	1	578
21659	1	Jakarta (Mitra Market Research )	1	062
21660	1	Jakarta (Mitra Market Research )	1	553
21661	1	Jakarta (Mitra Market Research )	1	729
21662	1	Jakarta (Mitra Market Research )	1	762
21663	1	Jakarta (Mitra Market Research )	1	302
21664	1	Jakarta (Mitra Market Research )	1	902
21665	1	Jakarta (Mitra Market Research )	1	806
21666	1	Jakarta (Mitra Market Research )	1	525
21667	1	Jakarta (Mitra Market Research )	1	057
21668	1	Jakarta (Mitra Market Research )	1	075
21669	1	Jakarta (Mitra Market Research )	1	604
21670	1	Jakarta (Mitra Market Research )	1	729
21671	1	Jakarta (Mitra Market Research )	1	029
21672	1	Jakarta (Mitra Market Research )	1	966
21673	1	Jakarta (Mitra Market Research )	1	361
21674	1	Jakarta (Mitra Market Research )	1	994
21675	1	Jakarta (Mitra Market Research )	1	208
21676	1	Jakarta (Mitra Market Research )	1	204
21677	1	Jakarta (Mitra Market Research )	1	511
21678	1	Jakarta (Mitra Market Research )	1	676
21679	1	Jakarta (Mitra Market Research )	1	832
21680	1	Jakarta (Mitra Market Research )	1	022
21681	1	Jakarta (Mitra Market Research )	1	535
21682	1	Jakarta (Mitra Market Research )	1	381
21683	1	Jakarta (Mitra Market Research )	1	497
21684	1	Jakarta (Mitra Market Research )	1	865
21685	1	Jakarta (Mitra Market Research )	1	442
21686	1	Jakarta (Mitra Market Research )	1	997
21687	1	Jakarta (Mitra Market Research )	1	073
21688	1	Jakarta (Mitra Market Research )	1	326
21689	1	Jakarta (Mitra Market Research )	1	198
21690	1	Jakarta (Mitra Market Research )	1	063
21691	1	Jakarta (Mitra Market Research )	1	009
21692	1	Jakarta (Mitra Market Research )	1	663
21693	1	Jakarta (Mitra Market Research )	1	054
21694	1	Jakarta (Mitra Market Research )	1	314
21695	1	Jakarta (Mitra Market Research )	1	843
21696	1	Jakarta (Mitra Market Research )	1	816
21697	1	Jakarta (Mitra Market Research )	1	918
21698	1	Jakarta (Mitra Market Research )	1	486
21699	1	Jakarta (Mitra Market Research )	1	039
217	1	Test	2	048
21700	1	Jakarta (Mitra Market Research )	1	285
21701	1	Jakarta (Mitra Market Research )	1	652
21702	1	Jakarta (Mitra Market Research )	1	868
21703	1	Jakarta (Mitra Market Research )	1	126
21704	1	Jakarta (Mitra Market Research )	1	212
21705	1	Jakarta (Mitra Market Research )	1	547
21706	1	Jakarta (Mitra Market Research )	1	334
21707	1	Jakarta (Mitra Market Research )	1	861
21708	1	Jakarta (Mitra Market Research )	1	828
21709	1	Jakarta (Mitra Market Research )	1	468
21710	1	Jakarta (Mitra Market Research )	1	524
21711	1	Jakarta (Mitra Market Research )	1	728
21712	1	Jakarta (Mitra Market Research )	1	457
21713	1	Jakarta (Mitra Market Research )	1	722
21714	1	Jakarta (Mitra Market Research )	1	991
21715	1	Jakarta (Mitra Market Research )	1	987
21716	1	Jakarta (Mitra Market Research )	1	367
21717	1	Jakarta (Mitra Market Research )	1	781
21718	1	Jakarta (Mitra Market Research )	1	824
21719	1	Jakarta (Mitra Market Research )	1	881
21720	1	Jakarta (Mitra Market Research )	1	211
21721	1	Jakarta (Mitra Market Research )	1	119
21722	1	Jakarta (Mitra Market Research )	1	624
21723	1	Jakarta (Mitra Market Research )	1	022
21724	1	Jakarta (Mitra Market Research )	1	808
21725	1	Jakarta (Mitra Market Research )	1	979
21726	1	Jakarta (Mitra Market Research )	1	537
21727	1	Jakarta (Mitra Market Research )	1	154
21728	1	Jakarta (Mitra Market Research )	1	688
21729	1	Jakarta (Mitra Market Research )	1	064
21730	1	Jakarta (Mitra Market Research )	1	777
21731	1	Jakarta (Mitra Market Research )	1	197
21732	1	Jakarta (Mitra Market Research )	1	985
21733	1	Jakarta (Mitra Market Research )	1	261
21734	1	Jakarta (Mitra Market Research )	1	125
21735	1	Jakarta (Mitra Market Research )	1	524
21736	1	Jakarta (Mitra Market Research )	1	825
21737	1	Jakarta (Mitra Market Research )	1	935
21738	1	Jakarta (Mitra Market Research )	1	472
21739	1	Jakarta (Mitra Market Research )	1	034
21740	1	Jakarta (Mitra Market Research )	1	347
21741	1	Jakarta (Mitra Market Research )	1	561
21742	1	Jakarta (Mitra Market Research )	1	392
21743	1	Jakarta (Mitra Market Research )	1	771
21744	1	Jakarta (Mitra Market Research )	1	865
21745	1	Jakarta (Mitra Market Research )	1	739
21746	1	Jakarta (Mitra Market Research )	1	464
21747	1	Jakarta (Mitra Market Research )	1	189
21748	1	Jakarta (Mitra Market Research )	1	475
21749	1	Jakarta (Mitra Market Research )	1	873
21750	1	Jakarta (Mitra Market Research )	1	285
21751	1	Jakarta (Mitra Market Research )	1	128
21752	1	Jakarta (Mitra Market Research )	1	953
21753	1	Jakarta (Mitra Market Research )	1	496
21754	1	Jakarta (Mitra Market Research )	1	226
21755	1	Jakarta (Mitra Market Research )	1	407
21756	1	Jakarta (Mitra Market Research )	1	362
21757	1	Jakarta (Mitra Market Research )	1	188
21758	1	Jakarta (Mitra Market Research )	1	172
21759	1	Jakarta (Mitra Market Research )	1	804
21760	1	Jakarta (Mitra Market Research )	1	252
21761	1	Jakarta (Mitra Market Research )	1	097
21762	1	Jakarta (Mitra Market Research )	1	442
21763	1	Jakarta (Mitra Market Research )	1	001
21764	1	Jakarta (Mitra Market Research )	1	875
21765	1	Jakarta (Mitra Market Research )	1	446
21766	1	Jakarta (Mitra Market Research )	1	687
21767	1	Jakarta (Mitra Market Research )	1	924
21768	1	Jakarta (Mitra Market Research )	1	422
21769	1	Jakarta (Mitra Market Research )	1	054
21770	1	Jakarta (Mitra Market Research )	1	574
21771	1	Jakarta (Mitra Market Research )	1	448
21772	1	Jakarta (Mitra Market Research )	1	468
21773	1	Jakarta (Mitra Market Research )	1	149
21774	1	Jakarta (Mitra Market Research )	1	848
21775	1	Jakarta (Mitra Market Research )	1	226
21776	1	Jakarta (Mitra Market Research )	1	538
21777	1	Jakarta (Mitra Market Research )	1	014
21778	1	Jakarta (Mitra Market Research )	1	323
21779	1	Jakarta (Mitra Market Research )	1	638
21780	1	Jakarta (Mitra Market Research )	1	735
21781	1	Jakarta (Mitra Market Research )	1	824
21782	1	Jakarta (Mitra Market Research )	1	102
21783	1	Jakarta (Mitra Market Research )	1	361
21784	1	Jakarta (Mitra Market Research )	1	179
21785	1	Jakarta (Mitra Market Research )	1	273
21786	1	Jakarta (Mitra Market Research )	1	599
21787	1	Jakarta (Mitra Market Research )	1	973
21788	1	Jakarta (Mitra Market Research )	1	014
21789	1	Jakarta (Mitra Market Research )	1	616
21790	1	Jakarta (Mitra Market Research )	1	607
21791	1	Jakarta (Mitra Market Research )	1	759
21792	1	Jakarta (Mitra Market Research )	1	033
21793	1	Jakarta (Mitra Market Research )	1	066
21794	1	Jakarta (Mitra Market Research )	1	712
21795	1	Jakarta (Mitra Market Research )	1	771
21796	1	Jakarta (Mitra Market Research )	1	889
21797	1	Jakarta (Mitra Market Research )	1	324
21798	1	Jakarta (Mitra Market Research )	1	367
21799	1	Jakarta (Mitra Market Research )	1	668
218	1	Test	2	357
21800	1	Jakarta (Mitra Market Research )	1	591
21801	1	Jakarta (Mitra Market Research )	1	256
21802	1	Jakarta (Mitra Market Research )	1	531
21803	1	Jakarta (Mitra Market Research )	1	234
21804	1	Jakarta (Mitra Market Research )	1	909
21805	1	Jakarta (Mitra Market Research )	1	271
21806	1	Jakarta (Mitra Market Research )	1	635
21807	1	Jakarta (Mitra Market Research )	1	086
21808	1	Jakarta (Mitra Market Research )	1	734
21809	1	Jakarta (Mitra Market Research )	1	494
21810	1	Jakarta (Mitra Market Research )	1	638
21811	1	Jakarta (Mitra Market Research )	1	851
21812	1	Jakarta (Mitra Market Research )	1	784
21813	1	Jakarta (Mitra Market Research )	1	254
21814	1	Jakarta (Mitra Market Research )	1	558
21815	1	Jakarta (Mitra Market Research )	1	431
21816	1	Jakarta (Mitra Market Research )	1	308
21817	1	Jakarta (Mitra Market Research )	1	818
21818	1	Jakarta (Mitra Market Research )	1	666
21819	1	Jakarta (Mitra Market Research )	1	698
21820	1	Jakarta (Mitra Market Research )	1	856
21821	1	Jakarta (Mitra Market Research )	1	682
21822	1	Jakarta (Mitra Market Research )	1	144
21823	1	Jakarta (Mitra Market Research )	1	517
21824	1	Jakarta (Mitra Market Research )	1	133
21825	1	Jakarta (Mitra Market Research )	1	474
21826	1	Jakarta (Mitra Market Research )	1	959
21827	1	Jakarta (Mitra Market Research )	1	052
21828	1	Jakarta (Mitra Market Research )	1	428
21829	1	Jakarta (Mitra Market Research )	1	123
21830	1	Jakarta (Mitra Market Research )	1	308
21831	1	Jakarta (Mitra Market Research )	1	795
21832	1	Jakarta (Mitra Market Research )	1	578
21833	1	Jakarta (Mitra Market Research )	1	751
21834	1	Jakarta (Mitra Market Research )	1	531
21835	1	Jakarta (Mitra Market Research )	1	719
21836	1	Jakarta (Mitra Market Research )	1	002
21837	1	Jakarta (Mitra Market Research )	1	642
21838	1	Jakarta (Mitra Market Research )	1	719
21839	1	Jakarta (Mitra Market Research )	1	496
21840	1	Jakarta (Mitra Market Research )	1	333
21841	1	Jakarta (Mitra Market Research )	1	034
21842	1	Jakarta (Mitra Market Research )	1	242
21843	1	Jakarta (Mitra Market Research )	1	864
21844	1	Jakarta (Mitra Market Research )	1	793
21845	1	Jakarta (Mitra Market Research )	1	906
21846	1	Jakarta (Mitra Market Research )	1	877
21847	1	Jakarta (Mitra Market Research )	1	038
21848	1	Jakarta (Mitra Market Research )	1	875
21849	1	Jakarta (Mitra Market Research )	1	822
21850	1	Jakarta (Mitra Market Research )	1	083
21851	1	Jakarta (Mitra Market Research )	1	787
21852	1	Jakarta (Mitra Market Research )	1	865
21853	1	Jakarta (Mitra Market Research )	1	146
21854	1	Jakarta (Mitra Market Research )	1	769
21855	1	Jakarta (Mitra Market Research )	1	961
21856	1	Jakarta (Mitra Market Research )	1	697
21857	1	Jakarta (Mitra Market Research )	1	791
21858	1	Jakarta (Mitra Market Research )	1	336
21859	1	Jakarta (Mitra Market Research )	1	657
21860	1	Jakarta (Mitra Market Research )	1	413
21861	1	Jakarta (Mitra Market Research )	1	757
21862	1	Jakarta (Mitra Market Research )	1	016
21863	1	Jakarta (Mitra Market Research )	1	391
21864	1	Jakarta (Mitra Market Research )	1	978
21865	1	Jakarta (Mitra Market Research )	1	425
21866	1	Jakarta (Mitra Market Research )	1	204
21867	1	Jakarta (Mitra Market Research )	1	442
21868	1	Jakarta (Mitra Market Research )	1	101
21869	1	Jakarta (Mitra Market Research )	1	508
21870	1	Jakarta (Mitra Market Research )	1	869
21871	1	Jakarta (Mitra Market Research )	1	068
21872	1	Jakarta (Mitra Market Research )	1	216
21873	1	Jakarta (Mitra Market Research )	1	558
21874	1	Jakarta (Mitra Market Research )	1	648
21875	1	Jakarta (Mitra Market Research )	1	644
21876	1	Jakarta (Mitra Market Research )	1	488
21877	1	Jakarta (Mitra Market Research )	1	448
21878	1	Jakarta (Mitra Market Research )	1	607
21879	1	Jakarta (Mitra Market Research )	1	795
21880	1	Jakarta (Mitra Market Research )	1	869
21881	1	Jakarta (Mitra Market Research )	1	822
21882	1	Jakarta (Mitra Market Research )	1	424
21883	1	Jakarta (Mitra Market Research )	1	233
21884	1	Jakarta (Mitra Market Research )	1	772
21885	1	Jakarta (Mitra Market Research )	1	298
21886	1	Jakarta (Mitra Market Research )	1	943
21887	1	Jakarta (Mitra Market Research )	1	913
21888	1	Jakarta (Mitra Market Research )	1	965
21889	1	Jakarta (Mitra Market Research )	1	909
21890	1	Jakarta (Mitra Market Research )	1	268
21891	1	Jakarta (Mitra Market Research )	1	902
21892	1	Jakarta (Mitra Market Research )	1	957
21893	1	Jakarta (Mitra Market Research )	1	736
21894	1	Jakarta (Mitra Market Research )	1	884
21895	1	Jakarta (Mitra Market Research )	1	126
21896	1	Jakarta (Mitra Market Research )	1	505
21897	1	Jakarta (Mitra Market Research )	1	384
21898	1	Jakarta (Mitra Market Research )	1	124
21899	1	Jakarta (Mitra Market Research )	1	414
219	1	Test	2	164
21900	1	Jakarta (Mitra Market Research )	1	244
21901	1	Jakarta (Mitra Market Research )	1	649
21902	1	Jakarta (Mitra Market Research )	1	236
21903	1	Jakarta (Mitra Market Research )	1	564
21904	1	Jakarta (Mitra Market Research )	1	798
21905	1	Jakarta (Mitra Market Research )	1	269
21906	1	Jakarta (Mitra Market Research )	1	673
21907	1	Jakarta (Mitra Market Research )	1	193
21908	1	Jakarta (Mitra Market Research )	1	372
21909	1	Jakarta (Mitra Market Research )	1	131
21910	1	Jakarta (Mitra Market Research )	1	053
21911	1	Jakarta (Mitra Market Research )	1	943
21912	1	Jakarta (Mitra Market Research )	1	924
21913	1	Jakarta (Mitra Market Research )	1	351
21914	1	Jakarta (Mitra Market Research )	1	244
21915	1	Jakarta (Mitra Market Research )	1	471
21916	1	Jakarta (Mitra Market Research )	1	848
21917	1	Jakarta (Mitra Market Research )	1	097
21918	1	Jakarta (Mitra Market Research )	1	732
21919	1	Jakarta (Mitra Market Research )	1	018
21920	1	Jakarta (Mitra Market Research )	1	538
21921	1	Jakarta (Mitra Market Research )	1	976
21922	1	Jakarta (Mitra Market Research )	1	693
21923	1	Jakarta (Mitra Market Research )	1	018
