VERNUM	Task	Concept	Var01	Var02	Var03	Var04	Var05	Var06	Var07
9	13	3	20	7	8	17	4	6	9402
9	13	4	15	5	9	12	3	7	7303
9	13	5	12	3	11	14	1	1	5101
9	14	1	3	2	1	13	4	0	4403
9	14	2	14	6	10	8	3	5	8301
9	14	3	4	4	6	3	2	2	6202
9	14	4	3	7	9	9	1	4	9102
9	14	5	5	5	5	10	5	3	7503
9	15	1	7	3	2	6	1	7	5102
9	15	2	17	2	13	15	4	0	4403
9	15	3	3	7	7	1	5	5	9501
9	15	4	9	1	4	9	4	0	1401
9	15	5	13	6	3	10	3	6	8303
10	1	1	20	4	2	11	1	1	6103
10	1	2	2	5	8	4	2	7	7202
10	1	3	1	7	5	7	2	2	9202
10	1	4	12	3	6	17	5	8	5503
10	1	5	19	1	7	16	3	0	1301
10	2	1	7	1	13	5	3	0	1302
10	2	2	13	5	10	8	1	4	7101
10	2	3	4	4	4	14	2	1	6202
10	2	4	20	2	12	2	5	0	4503
10	2	5	6	6	1	12	4	3	8401
10	3	1	12	2	12	13	4	0	4401
10	3	2	9	4	3	1	5	3	6502
10	3	3	8	1	1	15	2	0	1203
10	3	4	18	6	11	1	1	4	8101
10	3	5	5	5	9	11	3	8	7303
10	4	1	10	6	6	6	2	5	8201
10	4	2	14	1	9	16	1	0	1101
10	4	3	17	3	2	4	3	6	5303
10	4	4	16	7	11	17	5	2	9502
10	4	5	15	4	10	12	4	7	6402
10	5	1	11	5	13	8	1	5	7103
10	5	2	14	3	8	3	4	1	5401
10	5	3	5	7	7	5	2	6	9202
10	5	4	18	6	4	9	3	3	8302
10	5	5	1	2	5	7	5	0	4503
10	6	1	21	2	3	6	4	0	2402
10	6	2	7	4	11	5	3	2	6303
10	6	3	3	5	8	3	1	6	7102
10	6	4	6	6	9	3	2	7	8201
10	6	5	5	1	10	7	2	0	1203
10	7	1	16	4	9	10	2	8	6202
10	7	2	7	7	3	2	5	4	9503
10	7	3	3	3	13	15	4	7	5401
10	7	4	10	1	1	11	3	0	1303
10	7	5	1	5	7	14	1	2	7101
10	8	1	13	3	3	7	3	1	5302
10	8	2	6	6	4	3	2	3	8203
10	8	3	2	4	5	10	5	7	6502
10	8	4	9	5	8	9	1	2	7101
10	8	5	9	2	2	5	4	0	4401
10	9	1	8	2	11	13	5	0	4501
10	9	2	11	7	12	16	1	6	9102
10	9	3	17	1	10	14	3	0	1303
10	9	4	20	6	13	4	4	5	8402
10	9	5	4	5	6	2	2	8	7203
10	10	1	19	1	5	12	1	0	1101
10	10	2	1	2	3	8	3	0	4303
10	10	3	15	3	6	3	5	2	5501
10	10	4	12	7	8	17	2	4	9202
10	10	5	8	4	1	6	4	8	6403
10	11	1	5	4	5	5	2	6	6202
10	11	2	17	1	11	5	4	0	1403
10	11	3	18	6	6	2	2	5	8202
10	11	4	4	5	5	3	4	2	7401
10	11	5	15	7	12	13	3	8	9301
10	12	1	2	3	11	6	2	7	5201
10	12	2	3	7	2	9	5	3	9502
10	12	3	16	2	9	1	3	0	4303
10	12	4	13	5	12	13	4	5	7403
10	12	5	8	4	10	16	1	4	6102
10	13	1	11	4	1	10	2	6	6202
10	13	2	9	1	7	7	1	0	1101
10	13	3	17	5	10	5	4	8	7402
10	13	4	20	2	12	15	3	0	4301
10	13	5	6	6	4	14	5	1	8503
10	14	1	16	7	6	17	3	5	9303
10	14	2	20	3	2	8	5	3	5501
10	14	3	18	1	4	4	1	0	1102
10	14	4	7	6	5	12	4	6	8403
10	14	5	19	5	8	11	2	4	7201
10	15	1	4	4	11	10	5	1	6503
10	15	2	13	2	9	12	5	0	4502
10	15	3	1	7	13	8	1	2	9101
10	15	4	12	3	3	2	3	7	5302
10	15	5	5	1	7	13	4	0	1403
11	1	1	10	6	12	14	2	6	8201
11	1	2	7	2	8	2	3	0	4303
11	1	3	14	3	7	7	3	4	5302
11	1	4	17	1	3	17	4	0	1401
11	1	5	15	5	13	16	1	1	7103
11	2	1	16	4	11	6	2	7	6202
11	2	2	1	3	4	4	2	8	5202
11	2	3	12	1	9	1	1	0	1101
11	2	4	20	6	5	5	5	3	8503
11	2	5	10	7	2	11	4	2	9401
11	3	1	14	4	1	9	5	7	6503
11	3	2	5	6	6	3	2	5	8201
11	3	3	7	5	13	10	3	8	7302
11	3	4	19	7	9	11	1	3	9101
11	3	5	4	2	10	15	4	0	4402
11	4	1	8	7	11	8	4	5	9402
11	4	2	15	1	1	16	5	0	1502
11	4	3	4	4	5	14	1	2	6103
11	4	4	18	5	6	1	2	6	7203
11	4	5	14	2	4	15	3	0	4301
11	5	1	13	6	7	13	2	1	8201
11	5	2	2	1	8	12	4	0	1401
11	5	3	6	5	3	12	3	5	7303
11	5	4	9	7	2	4	1	7	9102
11	5	5	3	3	12	7	5	4	5503
11	6	1	21	2	3	6	4	0	2402
11	6	2	7	4	11	5	3	2	6303
11	6	3	3	5	8	3	1	6	7102
11	6	4	6	6	9	3	2	7	8201
11	6	5	5	1	10	7	2	0	1203
11	7	1	6	2	10	6	5	0	4501
11	7	2	4	1	2	3	2	0	1201
11	7	3	12	4	6	17	4	3	6403
11	7	4	11	3	3	5	1	2	5102
11	7	5	7	6	5	2	3	1	8302
11	8	1	16	6	1	7	3	1	8302
11	8	2	10	2	10	3	4	0	4401
11	8	3	9	4	9	9	5	4	6503
11	8	4	6	3	12	8	1	8	5102
11	8	5	5	5	7	2	2	6	7203
11	9	1	9	2	5	4	3	0	4301
11	9	2	15	6	8	16	3	6	8303
11	9	3	17	4	11	15	4	8	6402
11	9	4	18	3	4	13	2	7	5203
11	9	5	1	7	13	17	5	4	9501
11	10	1	13	4	9	10	2	5	6201
11	10	2	20	7	4	5	1	2	9101
11	10	3	17	2	10	6	3	0	4302
11	10	4	11	5	1	9	5	3	7502
11	10	5	14	1	6	11	4	0	1403
11	11	1	5	4	5	5	2	6	6202
11	11	2	17	1	11	5	4	0	1403
11	11	3	18	6	6	2	2	5	8202
11	11	4	4	5	5	3	4	2	7401
11	11	5	15	7	12	13	3	8	9301
11	12	1	2	1	7	14	4	0	1401
11	12	2	19	5	11	13	2	2	7203
11	12	3	8	3	2	1	1	6	5103
11	12	4	3	6	3	12	5	8	8502
11	12	5	10	7	13	9	1	4	9102
11	13	1	4	6	1	15	2	5	8201
11	13	2	1	7	3	2	1	1	9102
11	13	3	3	4	12	5	5	3	6501
11	13	4	19	2	6	8	4	0	4403
11	13	5	12	5	8	3	3	7	7303
11	14	1	11	2	5	7	3	0	4303
11	14	2	6	7	9	4	4	6	9403
11	14	3	13	3	13	14	2	3	5201
11	14	4	17	6	8	1	1	8	8101
11	14	5	11	1	10	6	5	0	1502
11	15	1	9	1	12	11	1	0	1102
11	15	2	14	4	11	10	2	4	6202
11	15	3	20	6	2	5	4	7	8401
11	15	4	8	5	4	16	5	1	7503
11	15	5	15	3	7	17	3	2	5301
12	1	1	18	7	9	11	3	7	9303
12	1	2	7	3	11	7	2	4	5202
12	1	3	10	4	8	3	4	5	6402
12	1	4	2	5	13	2	5	1	7501
12	1	5	16	1	3	14	1	0	1103
12	2	1	19	4	12	12	5	6	6501
12	2	2	15	5	1	17	4	2	7403
12	2	3	5	3	4	13	2	8	5202
12	2	4	22	2	10	6	3	0	3303
12	2	5	18	6	5	16	1	3	8101
12	3	1	21	2	7	8	4	0	2402
12	3	2	1	7	6	10	1	5	9103
12	3	3	11	6	4	1	5	1	8502
12	3	4	9	1	2	15	2	0	1201
12	3	5	2	4	10	9	3	3	6301
12	4	1	20	7	7	15	1	7	9101
12	4	2	16	1	8	1	4	0	1402
12	4	3	12	5	9	2	3	5	7303
12	4	4	5	2	11	4	5	0	4502
12	4	5	10	3	12	10	2	6	5203
12	5	1	7	3	6	14	1	4	5103
12	5	2	2	2	2	16	5	0	4501
12	5	3	19	7	5	4	3	3	9302
12	5	4	6	5	3	13	2	8	7203
12	5	5	14	6	1	11	4	2	8402
12	6	1	21	2	3	6	4	0	2402
12	6	2	7	4	11	5	3	2	6303
12	6	3	3	5	8	3	1	6	7102
12	6	4	6	6	9	3	2	7	8201
12	6	5	5	1	10	7	2	0	1203
12	7	1	15	2	2	6	4	0	4403
12	7	2	5	7	9	7	5	4	9503
12	7	3	4	1	13	3	1	0	1101
12	7	4	17	5	8	17	2	1	7201
12	7	5	13	4	3	5	3	5	6302
12	8	1	4	7	4	2	1	2	9102
12	8	2	3	4	11	9	2	7	6201
12	8	3	8	1	6	12	3	0	1302
12	8	4	19	6	7	8	5	6	8503
12	8	5	1	3	12	5	4	8	5401
12	9	1	6	3	1	13	2	2	5201
12	9	2	13	1	4	7	5	0	1503
12	9	3	20	4	10	12	1	3	6101
12	9	4	3	2	13	1	3	0	4302
12	9	5	10	5	5	11	4	6	7403
12	10	1	17	6	7	10	1	4	8102
12	10	2	5	4	11	16	5	8	6501
12	10	3	8	1	6	15	4	0	1403
12	10	4	2	3	13	9	2	7	5201
12	10	5	11	5	5	14	3	5	7302
12	11	1	5	4	5	5	2	6	6202
12	11	2	17	1	11	5	4	0	1403
12	11	3	18	6	6	2	2	5	8202
12	11	4	4	5	5	3	4	2	7401
12	11	5	15	7	12	13	3	8	9301
12	12	1	18	2	1	4	5	0	4502
12	12	2	16	7	12	8	1	4	9101
12	12	3	18	4	3	6	4	5	6402
12	12	4	14	6	8	3	3	1	8303
12	12	5	9	1	9	17	2	0	1203
12	13	1	12	2	9	16	3	0	4303
12	13	2	15	5	3	17	5	8	7503
12	13	3	3	6	2	15	2	2	8202
12	13	4	7	7	10	6	4	7	9401
12	13	5	12	3	7	7	1	3	5101
12	14	1	13	2	1	11	5	0	4502
12	14	2	3	7	6	5	1	6	9101
12	14	3	14	5	12	13	4	1	7403
12	14	4	17	4	5	4	3	2	6301
12	14	5	12	1	11	12	2	0	1202
12	15	1	13	1	2	8	3	0	1302
12	15	2	20	5	4	9	4	5	7403
12	15	3	10	6	13	10	2	1	8203
12	15	4	10	2	8	3	5	0	4501
12	15	5	2	3	10	14	1	3	5102
13	1	1	15	6	3	1	1	8	8102
13	1	2	4	3	1	3	4	4	5403
13	1	3	11	5	8	16	3	2	7301
13	1	4	7	4	13	9	2	7	6203
13	1	5	5	7	7	2	5	6	9501
13	2	1	6	3	4	10	5	8	5502
13	2	2	16	1	12	4	1	0	1102
13	2	3	18	6	11	7	4	5	8403
13	2	4	15	2	5	15	4	0	4403
13	2	5	8	4	2	12	3	1	6301
13	3	1	5	6	2	5	2	4	8201
13	3	2	1	7	9	2	2	6	9202
13	3	3	11	2	7	14	3	0	4302
13	3	4	9	3	6	1	1	7	5101
13	3	5	19	5	10	13	5	3	7503
13	4	1	18	7	11	17	1	8	9101
13	4	2	9	3	3	1	2	2	5201
13	4	3	20	6	9	8	4	1	8403
13	4	4	13	4	5	11	5	7	6502
13	4	5	8	1	10	6	3	0	1303
13	5	1	11	7	4	17	1	5	9102
13	5	2	14	5	12	7	2	6	7201
13	5	3	17	1	1	13	5	0	1501
13	5	4	1	4	13	5	4	3	6402
13	5	5	14	2	6	12	3	0	4303
13	6	1	21	2	3	6	4	0	2402
13	6	2	7	4	11	5	3	2	6303
13	6	3	3	5	8	3	1	6	7102
13	6	4	6	6	9	3	2	7	8201
13	6	5	5	1	10	7	2	0	1203
13	7	1	4	1	2	8	2	0	1201
13	7	2	6	7	4	9	5	5	9503
13	7	3	16	5	10	11	1	1	7102
13	7	4	19	4	3	15	3	4	6303
13	7	5	7	2	8	3	4	0	4402
13	8	1	15	6	8	6	5	3	8503
13	8	2	2	1	5	10	3	0	1301
13	8	3	7	3	9	14	1	8	5101
13	8	4	10	7	1	2	2	6	9203
13	8	5	3	5	12	16	4	2	7402
13	9	1	20	4	6	12	2	4	6203
13	9	2	12	6	7	4	5	7	8502
13	9	3	1	3	13	6	1	6	5101
13	9	4	7	1	5	16	4	0	1401
13	9	5	21	2	11	9	3	0	2302
13	10	1	19	2	7	2	4	0	4402
13	10	2	4	3	10	15	1	3	5101
13	10	3	14	7	8	13	5	5	9503
13	10	4	18	5	6	7	3	2	7303
13	10	5	16	4	3	8	2	1	6202
13	11	1	5	4	5	5	2	6	6202
13	11	2	17	1	11	5	4	0	1403
13	11	3	18	6	6	2	2	5	8202
13	11	4	4	5	5	3	4	2	7401
13	11	5	15	7	12	13	3	8	9301
13	12	1	2	5	2	5	4	8	7402
13	12	2	15	7	12	17	1	2	9103
13	12	3	13	4	4	1	2	7	6201
13	12	4	12	6	1	10	5	4	8501
13	12	5	22	2	13	14	3	0	3303
13	13	1	5	7	10	7	3	3	9303
13	13	2	11	6	9	3	1	8	8101
13	13	3	3	3	11	11	5	7	5502
13	13	4	10	1	4	4	2	0	1203
13	13	5	9	5	3	13	4	1	7402
13	14	1	17	6	13	11	3	5	8302
13	14	2	18	2	12	3	4	0	4401
13	14	3	6	4	8	2	4	6	6402
13	14	4	19	3	6	4	5	4	5501
13	14	5	8	1	1	6	1	0	1103
13	15	1	1	7	5	9	3	6	9303
13	15	2	16	3	9	1	5	4	5501
13	15	3	12	6	11	16	2	2	8202
13	15	4	19	4	2	5	1	7	6103
13	15	5	2	5	7	12	2	8	7202
14	1	1	6	5	5	14	4	1	7402
14	1	2	5	4	10	15	2	5	6201
14	1	3	10	7	4	10	3	3	9302
14	1	4	20	1	1	17	1	0	1103
14	1	5	5	2	12	8	5	0	4501
14	2	1	18	5	3	8	2	3	7201
14	2	2	13	1	13	4	1	0	1103
14	2	3	4	2	2	12	3	0	4303
14	2	4	4	6	11	5	4	7	8401
14	2	5	15	3	8	15	5	2	5502
14	3	1	11	7	2	9	1	6	9101
14	3	2	9	3	4	6	2	8	5202
14	3	3	8	4	6	1	3	4	6301
14	3	4	14	1	7	2	5	0	1502
14	3	5	1	2	9	17	4	0	4403
14	4	1	16	2	13	13	5	0	4502
14	4	2	17	6	12	11	4	1	8403
14	4	3	7	1	6	3	2	0	1203
14	4	4	14	3	3	16	1	7	5101
14	4	5	3	7	7	7	3	5	9301
14	5	1	2	1	5	15	1	0	1103
14	5	2	5	5	11	14	4	8	7403
14	5	3	7	4	9	10	3	2	6302
14	5	4	8	2	1	11	5	0	4502
14	5	5	4	6	8	8	2	3	8201
14	6	1	21	2	3	6	4	0	2402
14	6	2	7	4	11	5	3	2	6303
14	6	3	3	5	8	3	1	6	7102
14	6	4	6	6	9	3	2	7	8201
14	6	5	5	1	10	7	2	0	1203
14	7	1	10	6	2	9	3	4	8302
14	7	2	15	7	7	17	1	8	9102
14	7	3	6	3	8	14	2	5	5201
14	7	4	20	5	10	16	5	1	7503
14	7	5	16	4	11	5	4	6	6401
14	8	1	2	2	10	10	5	0	4502
14	8	2	13	1	5	6	3	0	1301
14	8	3	9	4	6	7	5	2	6503
14	8	4	18	5	13	2	1	3	7101
14	8	5	12	7	9	4	2	4	9203
14	9	1	3	1	12	1	2	0	1201
14	9	2	19	5	5	16	4	6	7402
14	9	3	8	6	3	13	4	7	8402
14	9	4	1	3	4	3	1	1	5103
14	9	5	11	4	1	12	3	5	6303
14	10	1	4	4	9	9	5	6	6503
14	10	2	17	3	3	6	3	1	5301
14	10	3	6	2	1	4	4	0	4403
14	10	4	20	6	13	1	2	5	8201
14	10	5	9	7	12	11	1	8	9102
14	11	1	5	4	5	5	2	6	6202
14	11	2	17	1	11	5	4	0	1403
14	11	3	18	6	6	2	2	5	8202
14	11	4	4	5	5	3	4	2	7401
14	11	5	15	7	12	13	3	8	9301
14	12	1	14	5	11	17	2	7	7202
14	12	2	3	3	8	15	3	3	5301
14	12	3	6	6	7	11	1	4	8103
14	12	4	3	2	4	14	5	0	4502
14	12	5	19	7	2	10	4	2	9401
14	13	1	10	5	11	5	2	8	7202
14	13	2	20	2	10	12	4	0	4403
14	13	3	2	1	6	8	5	0	1502
14	13	4	13	4	8	7	1	7	6103
14	13	5	18	3	5	2	3	5	5301
14	14	1	17	2	10	12	5	0	4503
14	14	2	17	1	2	3	3	0	1303
14	14	3	16	3	9	8	2	2	5201
14	14	4	15	7	7	5	1	6	9102
14	14	5	1	6	1	13	4	4	8401
14	15	1	11	4	4	14	5	1	6503
14	15	2	12	6	3	2	2	6	8203
14	15	3	5	5	13	16	4	2	7402
14	15	4	7	1	6	10	3	0	1301
14	15	5	8	7	12	15	1	3	9102
15	1	1	15	5	7	4	2	5	7202
15	1	2	20	7	12	9	5	3	9502
15	1	3	5	3	8	7	4	4	5401
15	1	4	2	6	4	17	3	8	8301
15	1	5	13	4	6	1	1	1	6103
15	2	1	4	3	11	2	5	4	5501
15	2	2	1	4	5	3	2	7	6201
15	2	3	17	1	2	6	1	0	1102
15	2	4	3	5	9	15	4	3	7403
15	2	5	12	2	1	13	3	0	4303
15	3	1	11	6	13	17	1	8	8101
15	3	2	8	7	3	7	4	7	9402
15	3	3	16	5	12	13	5	1	7503
15	3	4	12	1	5	11	2	0	1202
15	3	5	9	2	10	14	3	0	4303
15	4	1	18	1	11	9	5	0	1501
15	4	2	6	6	8	16	1	8	8101
15	4	3	7	3	10	5	4	6	5402
15	4	4	19	4	4	10	2	5	6202
15	4	5	10	7	2	3	3	2	9303
15	5	1	11	2	1	8	5	0	4503
15	5	2	14	1	7	1	2	0	1202
15	5	3	9	3	9	12	4	4	5401
15	5	4	1	6	13	4	1	3	8103
15	5	5	19	5	6	6	3	2	7301
15	6	1	21	2	3	6	4	0	2402
15	6	2	7	4	11	5	3	2	6303
15	6	3	3	5	8	3	1	6	7102
15	6	4	6	6	9	3	2	7	8201
15	6	5	5	1	10	7	2	0	1203
15	7	1	6	4	12	7	2	7	6201
15	7	2	2	3	6	16	1	5	5101
15	7	3	20	5	8	8	4	6	7402
15	7	4	1	2	3	17	5	0	4502
15	7	5	15	7	2	9	3	1	9303
15	8	1	14	6	1	14	2	5	8202
15	8	2	18	7	7	1	3	3	9301
15	8	3	12	4	3	10	4	7	6403
15	8	4	18	2	4	15	5	0	4502
15	8	5	16	1	10	2	1	0	1103
15	9	1	10	1	11	12	5	0	1503
15	9	2	7	5	6	13	3	4	7302
15	9	3	13	3	13	4	2	2	5201
15	9	4	5	7	5	6	1	6	9102
15	9	5	10	2	9	3	4	0	4401
15	10	1	17	6	7	5	3	1	8303
15	10	2	16	2	3	2	5	0	4502
15	10	3	11	4	12	11	1	8	6102
15	10	4	3	5	9	10	5	2	7503
15	10	5	9	1	2	7	4	0	1401
15	11	1	5	4	5	5	2	6	6202
15	11	2	17	1	11	5	4	0	1403
15	11	3	18	6	6	2	2	5	8202
15	11	4	4	5	5	3	4	2	7401
15	11	5	15	7	12	13	3	8	9301
15	12	1	20	2	10	13	5	0	4503
15	12	2	8	4	4	5	1	5	6101
15	12	3	4	7	1	1	2	7	9203
15	12	4	19	3	13	3	4	3	5402
15	12	5	14	6	11	6	3	8	8301
15	13	1	17	7	10	17	1	1	9101
15	13	2	20	5	8	11	3	6	7303
15	13	3	10	4	7	9	4	4	6402
15	13	4	5	6	11	14	2	5	8202
15	13	5	2	1	5	8	2	0	1201
15	14	1	18	3	3	15	4	8	5403
15	14	2	4	1	9	4	1	0	1101
15	14	3	8	6	13	16	2	4	8202
15	14	4	9	4	4	12	3	2	6303
15	14	5	11	7	6	1	5	3	9502
15	15	1	17	2	2	13	4	0	4401
15	15	2	3	1	8	3	2	0	1203
15	15	3	12	7	1	11	3	7	9301
15	15	4	13	3	5	14	5	1	5503
15	15	5	1	5	12	12	1	6	7102
16	1	1	15	5	1	6	5	8	7502
16	1	2	14	2	2	17	3	0	4303
16	1	3	7	4	9	15	1	1	6103
16	1	4	6	6	13	2	3	3	8301
16	1	5	16	3	12	7	4	6	5402
16	2	1	9	7	10	6	1	2	9101
16	2	2	12	6	7	5	5	4	8503
16	2	3	16	5	3	4	4	7	7402
16	2	4	15	2	5	8	3	0	4303
16	2	5	8	1	11	9	2	0	1201
16	3	1	1	3	6	16	4	2	5402
16	3	2	15	1	4	1	1	0	1103
16	3	3	5	7	2	9	2	6	9202
16	3	4	19	5	1	5	5	1	7501
16	3	5	13	4	8	10	2	5	6201
16	4	1	2	6	8	4	5	4	8502
16	4	2	3	2	4	13	3	0	4303
16	4	3	10	7	5	17	1	3	9101
16	4	4	18	3	10	11	4	8	5402
16	4	5	3	4	9	16	2	5	6201
16	5	1	4	4	7	12	4	3	6402
16	5	2	11	5	3	2	2	7	7203
16	5	3	17	6	6	15	1	5	8101
16	5	4	7	2	12	7	5	0	4502
16	5	5	20	1	13	10	3	0	1303
16	6	1	21	2	3	6	4	0	2402
16	6	2	7	4	11	5	3	2	6303
16	6	3	3	5	8	3	1	6	7102
16	6	4	6	6	9	3	2	7	8201
16	6	5	5	1	10	7	2	0	1203
16	7	1	19	4	2	15	1	1	6101
16	7	2	6	3	11	3	5	7	5503
16	7	3	14	6	7	14	3	6	8301
16	7	4	7	7	8	8	2	4	9202
16	7	5	2	2	13	6	4	0	4403
16	8	1	7	1	4	13	1	0	1103
16	8	2	16	5	6	5	5	2	7502
16	8	3	9	6	1	7	2	5	8203
16	8	4	18	3	9	2	3	8	5301
16	8	5	15	4	12	14	4	6	6402
16	9	1	14	3	5	10	5	1	5503
16	9	2	22	2	11	11	3	0	3302
16	9	3	2	5	3	12	2	2	7201
16	9	4	10	7	8	17	4	3	9403
16	9	5	6	1	10	2	1	0	1101
16	10	1	13	2	10	1	5	0	4501
16	10	2	17	7	12	8	4	4	9402
16	10	3	11	6	7	9	3	8	8301
16	10	4	3	4	13	4	1	7	6103
16	10	5	20	5	6	16	2	5	7202
16	11	1	5	4	5	5	2	6	6202
16	11	2	17	1	11	5	4	0	1403
16	11	3	18	6	6	2	2	5	8202
16	11	4	4	5	5	3	4	2	7401
16	11	5	15	7	12	13	3	8	9301
16	12	1	5	5	3	1	3	1	7301
16	12	2	1	7	1	5	4	7	9402
16	12	3	12	3	11	3	2	3	5202
16	12	4	4	6	5	14	5	4	8501
16	12	5	13	1	4	12	1	0	1103
16	13	1	8	3	2	3	3	2	5302
16	13	2	13	1	1	6	1	0	1103
16	13	3	3	7	8	9	2	6	9202
16	13	4	15	4	11	7	5	8	6501
16	13	5	4	2	9	13	4	0	4403
16	14	1	14	3	3	16	3	1	5301
16	14	2	19	2	5	15	3	0	4301
16	14	3	10	1	2	4	4	0	1403
16	14	4	17	6	13	10	2	8	8203
16	14	5	12	5	4	17	5	5	7502
16	15	1	16	6	7	1	5	2	8503
16	15	2	11	4	12	11	1	3	6102
16	15	3	8	5	10	15	2	7	7202
16	15	4	8	2	6	16	3	0	4301
16	15	5	4	1	9	8	4	0	1401
17	1	1	18	5	7	11	4	7	7403
17	1	2	20	7	8	9	1	6	9103
17	1	3	7	6	9	8	1	3	8101
17	1	4	19	4	5	17	2	5	6202
17	1	5	6	3	6	13	5	4	5501
17	2	1	6	2	10	14	4	0	4402
17	2	2	5	3	2	2	4	2	5401
17	2	3	1	1	4	3	2	0	1203
17	2	4	9	7	3	4	1	8	9103
17	2	5	2	4	13	12	3	6	6302
17	3	1	3	3	1	6	1	4	5101
17	3	2	12	4	2	8	5	6	6501
17	3	3	2	7	4	7	2	5	9203
17	3	4	9	2	11	5	5	0	4503
17	3	5	4	5	12	10	3	1	7302
17	4	1	17	1	7	17	2	0	1202
17	4	2	6	5	1	6	5	7	7503
17	4	3	9	6	9	5	3	3	8301
17	4	4	12	2	6	2	5	0	4502
17	4	5	18	3	12	14	1	8	5103
17	5	1	21	2	3	15	4	0	2402
17	5	2	11	1	8	1	2	0	1201
17	5	3	8	6	10	11	3	1	8303
17	5	4	10	7	13	12	1	2	9102
17	5	5	15	4	5	3	4	4	6401
17	6	1	21	2	3	6	4	0	2402
17	6	2	7	4	11	5	3	2	6303
17	6	3	3	5	8	3	1	6	7102
17	6	4	6	6	9	3	2	7	8201
17	6	5	5	1	10	7	2	0	1203
17	7	1	13	7	12	9	2	6	9202
17	7	2	5	6	1	16	4	1	8403
17	7	3	19	1	11	13	1	0	1103
17	7	4	7	4	13	4	3	7	6301
17	7	5	16	5	6	10	5	2	7501
17	8	1	14	7	5	4	2	5	9203
17	8	2	1	1	7	13	1	0	1102
17	8	3	20	3	3	7	5	8	5502
17	8	4	5	2	8	5	4	0	4401
17	8	5	3	5	9	1	3	3	7301
17	9	1	4	6	2	16	3	1	8302
17	9	2	19	2	11	12	5	0	4503
17	9	3	7	3	4	2	5	2	5501
17	9	4	14	5	5	17	4	5	7402
17	9	5	1	4	10	11	2	4	6203
17	10	1	17	7	8	3	2	8	9202
17	10	2	6	1	11	15	1	0	1102
17	10	3	10	6	4	10	4	6	8401
17	10	4	13	3	2	14	3	7	5303
17	10	5	20	4	9	8	1	3	6101
17	11	1	5	4	5	5	2	6	6202
17	11	2	17	1	11	5	4	0	1403
17	11	3	18	6	6	2	2	5	8202
17	11	4	4	5	5	3	4	2	7401
17	11	5	15	7	12	13	3	8	9301
17	12	1	18	1	3	11	5	0	1503
17	12	2	16	2	13	8	5	0	4502
17	12	3	16	7	12	9	4	6	9401
17	12	4	2	5	10	6	3	1	7302
17	12	5	8	6	6	7	2	4	8203
17	13	1	5	1	8	7	2	0	1203
17	13	2	9	4	1	9	4	8	6401
17	13	3	12	3	7	4	1	3	5103
17	13	4	15	6	5	12	3	7	8302
17	13	5	2	2	4	14	5	0	4501
17	14	1	19	3	7	1	1	2	5101
17	14	2	9	4	2	15	3	8	6301
17	14	3	5	5	11	16	2	5	7203
17	14	4	11	7	10	17	4	4	9402
17	14	5	12	1	9	2	1	0	1102
17	15	1	10	7	12	10	1	7	9101
17	15	2	19	3	1	5	2	1	5202
17	15	3	18	4	3	13	3	5	6303
17	15	4	13	5	13	3	5	6	7503
17	15	5	14	2	6	6	4	0	4402
18	1	1	15	6	13	8	5	4	8503
18	1	2	3	5	2	14	1	2	7102
18	1	3	16	7	6	13	4	1	9403
18	1	4	7	3	4	12	3	6	5301
18	1	5	20	4	11	11	2	3	6201
18	2	1	2	1	8	17	1	0	1103
18	2	2	4	6	9	16	4	3	8402
18	2	3	11	3	1	3	5	7	5501
18	2	4	8	2	3	9	3	0	4301
18	2	5	17	5	10	17	2	8	7203
18	3	1	14	7	11	5	4	4	9402
18	3	2	15	2	12	2	5	0	4503
18	3	3	8	1	2	6	1	0	1101
18	3	4	1	4	5	7	2	5	6201
18	3	5	6	6	7	15	3	2	8302
18	4	1	13	2	5	16	4	0	4403
18	4	2	15	3	4	4	3	1	5302
18	4	3	1	1	7	6	5	0	1502
18	4	4	3	4	13	10	2	5	6203
18	4	5	10	7	9	1	1	4	9101
18	5	1	2	4	6	13	2	8	6202
18	5	2	20	5	8	15	3	2	7301
18	5	3	12	2	3	14	5	0	4503
18	5	4	16	6	1	8	4	3	8403
18	5	5	13	3	12	12	5	7	5502
18	6	1	21	2	3	6	4	0	2402
18	6	2	7	4	11	5	3	2	6303
18	6	3	3	5	8	3	1	6	7102
18	6	4	6	6	9	3	2	7	8201
18	6	5	5	1	10	7	2	0	1203
18	7	1	18	5	10	17	1	6	7101
18	7	2	14	4	6	1	1	2	6102
18	7	3	12	6	13	9	4	4	8403
18	7	4	7	7	11	4	3	7	9301
18	7	5	6	1	12	7	2	0	1202
18	8	1	17	3	1	3	3	1	5301
18	8	2	7	2	3	11	5	0	4502
18	8	3	11	6	4	2	2	5	8203
18	8	4	8	1	7	10	4	0	1401
18	8	5	19	5	2	5	5	3	7503
18	9	1	5	3	8	10	2	6	5202
18	9	2	22	2	9	16	3	0	3303
18	9	3	4	1	10	5	4	0	1403
18	9	4	16	5	7	8	1	1	7101
18	9	5	9	7	5	4	1	8	9101
18	10	1	9	1	9	7	5	0	1502
18	10	2	17	2	1	11	3	0	4303
18	10	3	18	4	13	15	4	2	6401
18	10	4	15	7	6	3	2	6	9203
18	10	5	17	6	4	13	1	5	8102
18	11	1	5	4	5	5	2	6	6202
