13.item.4x10.max.diff.design						
	Version	Question	Option.1	Option.2	Option.3	Option.4
536	54.0	6.0	13.0	9.0	10.0	2.0
537	54.0	7.0	8.0	2.0	4.0	3.0
538	54.0	8.0	2.0	12.0	5.0	6.0
539	54.0	9.0	7.0	6.0	10.0	8.0
540	54.0	10.0	12.0	8.0	1.0	13.0
541	55.0	1.0	1.0	7.0	5.0	10.0
542	55.0	2.0	9.0	12.0	11.0	10.0
543	55.0	3.0	10.0	4.0	13.0	3.0
544	55.0	4.0	9.0	7.0	2.0	3.0
545	55.0	5.0	11.0	5.0	4.0	2.0
546	55.0	6.0	2.0	6.0	1.0	13.0
547	55.0	7.0	6.0	8.0	11.0	3.0
548	55.0	8.0	12.0	7.0	4.0	6.0
549	55.0	9.0	12.0	13.0	8.0	5.0
550	55.0	10.0	4.0	8.0	9.0	1.0
551	56.0	1.0	13.0	8.0	10.0	9.0
552	56.0	2.0	6.0	8.0	11.0	1.0
553	56.0	3.0	5.0	2.0	8.0	7.0
554	56.0	4.0	13.0	12.0	11.0	7.0
555	56.0	5.0	9.0	12.0	1.0	5.0
556	56.0	6.0	10.0	4.0	2.0	12.0
557	56.0	7.0	1.0	7.0	4.0	3.0
558	56.0	8.0	13.0	6.0	4.0	5.0
559	56.0	9.0	2.0	3.0	9.0	6.0
560	56.0	10.0	3.0	5.0	10.0	11.0
561	57.0	1.0	10.0	6.0	5.0	12.0
562	57.0	2.0	10.0	4.0	7.0	2.0
563	57.0	3.0	10.0	13.0	1.0	8.0
564	57.0	4.0	1.0	7.0	9.0	6.0
565	57.0	5.0	9.0	12.0	4.0	13.0
566	57.0	6.0	5.0	11.0	9.0	8.0
567	57.0	7.0	4.0	11.0	1.0	3.0
568	57.0	8.0	6.0	2.0	11.0	13.0
569	57.0	9.0	8.0	2.0	12.0	3.0
570	57.0	10.0	3.0	5.0	13.0	7.0
571	58.0	1.0	6.0	13.0	7.0	3.0
572	58.0	2.0	8.0	5.0	1.0	6.0
573	58.0	3.0	11.0	10.0	9.0	6.0
574	58.0	4.0	8.0	2.0	3.0	10.0
575	58.0	5.0	2.0	13.0	1.0	11.0
576	58.0	6.0	9.0	2.0	12.0	7.0
577	58.0	7.0	10.0	12.0	1.0	4.0
578	58.0	8.0	11.0	3.0	5.0	12.0
579	58.0	9.0	13.0	9.0	5.0	4.0
580	58.0	10.0	11.0	7.0	8.0	4.0
581	59.0	1.0	3.0	7.0	12.0	6.0
582	59.0	2.0	8.0	9.0	13.0	12.0
583	59.0	3.0	11.0	1.0	2.0	12.0
584	59.0	4.0	9.0	2.0	10.0	7.0
585	59.0	5.0	10.0	1.0	3.0	13.0
586	59.0	6.0	5.0	6.0	10.0	11.0
587	59.0	7.0	2.0	5.0	4.0	13.0
588	59.0	8.0	8.0	1.0	7.0	5.0
589	59.0	9.0	8.0	4.0	11.0	3.0
590	59.0	10.0	9.0	6.0	1.0	4.0
591	60.0	1.0	6.0	8.0	9.0	10.0
592	60.0	2.0	7.0	11.0	9.0	3.0
593	60.0	3.0	4.0	9.0	5.0	1.0
594	60.0	4.0	10.0	1.0	12.0	7.0
595	60.0	5.0	12.0	8.0	5.0	3.0
596	60.0	6.0	4.0	6.0	2.0	12.0
597	60.0	7.0	3.0	2.0	13.0	1.0
598	60.0	8.0	11.0	10.0	5.0	2.0
599	60.0	9.0	11.0	8.0	13.0	4.0
600	60.0	10.0	13.0	7.0	5.0	6.0
601	61.0	1.0	3.0	10.0	2.0	1.0
602	61.0	2.0	9.0	2.0	12.0	11.0
603	61.0	3.0	8.0	7.0	5.0	2.0
604	61.0	4.0	7.0	9.0	3.0	6.0
605	61.0	5.0	6.0	11.0	5.0	1.0
606	61.0	6.0	4.0	8.0	6.0	10.0
607	61.0	7.0	4.0	13.0	7.0	11.0
608	61.0	8.0	5.0	12.0	3.0	4.0
609	61.0	9.0	13.0	12.0	1.0	8.0
610	61.0	10.0	10.0	13.0	9.0	5.0
611	62.0	1.0	10.0	1.0	11.0	7.0
612	62.0	2.0	7.0	4.0	2.0	8.0
613	62.0	3.0	7.0	6.0	5.0	13.0
614	62.0	4.0	8.0	13.0	1.0	9.0
615	62.0	5.0	2.0	6.0	9.0	11.0
616	62.0	6.0	3.0	10.0	5.0	9.0
617	62.0	7.0	3.0	13.0	12.0	2.0
618	62.0	8.0	3.0	4.0	1.0	6.0
619	62.0	9.0	4.0	11.0	12.0	5.0
620	62.0	10.0	8.0	10.0	12.0	6.0
621	63.0	1.0	5.0	3.0	9.0	4.0
622	63.0	2.0	6.0	10.0	13.0	4.0
623	63.0	3.0	12.0	1.0	4.0	7.0
624	63.0	4.0	9.0	11.0	13.0	12.0
625	63.0	5.0	1.0	3.0	10.0	11.0
626	63.0	6.0	11.0	2.0	7.0	5.0
627	63.0	7.0	8.0	10.0	12.0	2.0
628	63.0	8.0	2.0	9.0	1.0	6.0
629	63.0	9.0	7.0	6.0	8.0	3.0
630	63.0	10.0	5.0	8.0	13.0	1.0
631	64.0	1.0	2.0	4.0	9.0	1.0
632	64.0	2.0	10.0	9.0	3.0	13.0
633	64.0	3.0	7.0	5.0	9.0	8.0
634	64.0	4.0	3.0	11.0	2.0	5.0
635	64.0	5.0	11.0	4.0	10.0	7.0
636	64.0	6.0	8.0	11.0	6.0	1.0
637	64.0	7.0	12.0	5.0	10.0	6.0
638	64.0	8.0	6.0	7.0	2.0	13.0
639	64.0	9.0	13.0	8.0	4.0	12.0
640	64.0	10.0	12.0	1.0	3.0	7.0
641	65.0	1.0	10.0	1.0	5.0	13.0
642	65.0	2.0	9.0	6.0	12.0	1.0
643	65.0	3.0	3.0	8.0	1.0	2.0
644	65.0	4.0	11.0	12.0	3.0	13.0
645	65.0	5.0	2.0	5.0	6.0	11.0
646	65.0	6.0	11.0	7.0	8.0	10.0
647	65.0	7.0	7.0	3.0	6.0	4.0
648	65.0	8.0	7.0	9.0	13.0	2.0
649	65.0	9.0	4.0	9.0	8.0	5.0
650	65.0	10.0	12.0	2.0	4.0	10.0
651	66.0	1.0	1.0	2.0	4.0	6.0
652	66.0	2.0	12.0	8.0	5.0	2.0
653	66.0	3.0	13.0	3.0	10.0	2.0
654	66.0	4.0	3.0	9.0	5.0	4.0
655	66.0	5.0	6.0	10.0	9.0	12.0
656	66.0	6.0	11.0	9.0	13.0	1.0
657	66.0	7.0	3.0	11.0	12.0	7.0
658	66.0	8.0	11.0	4.0	8.0	10.0
659	66.0	9.0	13.0	7.0	8.0	6.0
660	66.0	10.0	7.0	10.0	1.0	5.0
661	67.0	1.0	3.0	5.0	1.0	10.0
662	67.0	2.0	12.0	5.0	7.0	13.0
663	67.0	3.0	8.0	9.0	5.0	6.0
664	67.0	4.0	6.0	3.0	11.0	12.0
665	67.0	5.0	11.0	10.0	8.0	13.0
666	67.0	6.0	1.0	11.0	9.0	4.0
667	67.0	7.0	6.0	2.0	13.0	4.0
668	67.0	8.0	7.0	4.0	8.0	3.0
669	67.0	9.0	10.0	2.0	9.0	7.0
670	67.0	10.0	12.0	8.0	2.0	1.0
671	68.0	1.0	1.0	6.0	5.0	10.0
672	68.0	2.0	5.0	4.0	7.0	12.0
673	68.0	3.0	3.0	11.0	5.0	2.0
674	68.0	4.0	11.0	7.0	10.0	8.0
675	68.0	5.0	12.0	8.0	6.0	2.0
676	68.0	6.0	1.0	8.0	9.0	3.0
677	68.0	7.0	12.0	9.0	11.0	13.0
678	68.0	8.0	2.0	9.0	10.0	4.0
679	68.0	9.0	13.0	6.0	3.0	4.0
680	68.0	10.0	7.0	1.0	2.0	13.0
681	69.0	1.0	3.0	6.0	8.0	13.0
682	69.0	2.0	5.0	12.0	3.0	7.0
683	69.0	3.0	1.0	9.0	2.0	3.0
684	69.0	4.0	8.0	12.0	1.0	11.0
685	69.0	5.0	7.0	6.0	11.0	9.0
686	69.0	6.0	2.0	13.0	4.0	11.0
687	69.0	7.0	10.0	1.0	4.0	7.0
688	69.0	8.0	4.0	8.0	5.0	9.0
689	69.0	9.0	6.0	10.0	5.0	2.0
690	69.0	10.0	12.0	10.0	13.0	9.0
691	70.0	1.0	1.0	2.0	13.0	12.0
692	70.0	2.0	4.0	11.0	6.0	1.0
693	70.0	3.0	1.0	8.0	3.0	7.0
694	70.0	4.0	5.0	8.0	4.0	2.0
695	70.0	5.0	6.0	13.0	3.0	5.0
696	70.0	6.0	7.0	5.0	9.0	12.0
697	70.0	7.0	6.0	10.0	9.0	8.0
698	70.0	8.0	3.0	9.0	2.0	11.0
699	70.0	9.0	7.0	11.0	13.0	10.0
700	70.0	10.0	3.0	4.0	12.0	10.0
701	71.0	1.0	4.0	8.0	5.0	10.0
702	71.0	2.0	7.0	2.0	12.0	4.0
703	71.0	3.0	11.0	4.0	13.0	9.0
704	71.0	4.0	2.0	8.0	9.0	3.0
705	71.0	5.0	11.0	7.0	10.0	3.0
706	71.0	6.0	5.0	13.0	6.0	3.0
707	71.0	7.0	6.0	9.0	7.0	1.0
708	71.0	8.0	11.0	6.0	12.0	8.0
709	71.0	9.0	12.0	1.0	10.0	13.0
710	71.0	10.0	11.0	5.0	2.0	1.0
711	72.0	1.0	8.0	6.0	12.0	10.0
712	72.0	2.0	12.0	5.0	11.0	2.0
713	72.0	3.0	4.0	3.0	12.0	13.0
714	72.0	4.0	11.0	9.0	8.0	4.0
715	72.0	5.0	10.0	5.0	13.0	9.0
716	72.0	6.0	9.0	6.0	7.0	3.0
717	72.0	7.0	7.0	1.0	5.0	4.0
718	72.0	8.0	2.0	13.0	7.0	8.0
719	72.0	9.0	1.0	2.0	3.0	10.0
720	72.0	10.0	11.0	1.0	6.0	13.0
721	73.0	1.0	6.0	4.0	3.0	12.0
722	73.0	2.0	13.0	8.0	3.0	11.0
723	73.0	3.0	3.0	9.0	2.0	1.0
724	73.0	4.0	12.0	7.0	9.0	8.0
725	73.0	5.0	1.0	7.0	6.0	11.0
726	73.0	6.0	5.0	7.0	4.0	2.0
727	73.0	7.0	10.0	11.0	5.0	9.0
728	73.0	8.0	13.0	5.0	1.0	12.0
729	73.0	9.0	10.0	2.0	13.0	6.0
730	73.0	10.0	4.0	1.0	10.0	8.0
731	74.0	1.0	10.0	13.0	9.0	2.0
732	74.0	2.0	5.0	1.0	8.0	13.0
733	74.0	3.0	4.0	13.0	6.0	7.0
734	74.0	4.0	2.0	8.0	12.0	7.0
735	74.0	5.0	12.0	9.0	6.0	1.0
736	74.0	6.0	12.0	10.0	11.0	4.0
737	74.0	7.0	3.0	1.0	7.0	11.0
738	74.0	8.0	2.0	11.0	5.0	6.0
739	74.0	9.0	5.0	3.0	4.0	9.0
740	74.0	10.0	8.0	3.0	10.0	6.0
741	75.0	1.0	9.0	6.0	10.0	4.0
742	75.0	2.0	9.0	5.0	13.0	8.0
743	75.0	3.0	3.0	9.0	12.0	7.0
744	75.0	4.0	13.0	2.0	7.0	6.0
745	75.0	5.0	2.0	8.0	3.0	10.0
746	75.0	6.0	11.0	12.0	4.0	2.0
747	75.0	7.0	1.0	8.0	7.0	11.0
748	75.0	8.0	11.0	6.0	3.0	5.0
749	75.0	9.0	10.0	5.0	1.0	12.0
750	75.0	10.0	4.0	3.0	1.0	13.0
751	76.0	1.0	8.0	11.0	3.0	13.0
752	76.0	2.0	10.0	9.0	13.0	1.0
753	76.0	3.0	5.0	12.0	13.0	4.0
754	76.0	4.0	12.0	1.0	3.0	2.0
755	76.0	5.0	11.0	2.0	5.0	9.0
756	76.0	6.0	8.0	6.0	4.0	2.0
757	76.0	7.0	12.0	7.0	6.0	9.0
758	76.0	8.0	6.0	5.0	3.0	10.0
759	76.0	9.0	11.0	10.0	7.0	4.0
760	76.0	10.0	1.0	8.0	5.0	7.0
761	77.0	1.0	9.0	4.0	1.0	7.0
762	77.0	2.0	13.0	10.0	5.0	7.0
763	77.0	3.0	7.0	6.0	2.0	3.0
764	77.0	4.0	5.0	12.0	1.0	6.0
765	77.0	5.0	4.0	12.0	2.0	13.0
766	77.0	6.0	9.0	11.0	12.0	3.0
767	77.0	7.0	8.0	6.0	11.0	13.0
768	77.0	8.0	1.0	11.0	10.0	2.0
769	77.0	9.0	4.0	10.0	8.0	3.0
770	77.0	10.0	9.0	2.0	8.0	5.0
771	78.0	1.0	13.0	9.0	4.0	8.0
772	78.0	2.0	12.0	13.0	3.0	5.0
773	78.0	3.0	6.0	13.0	1.0	7.0
774	78.0	4.0	9.0	7.0	11.0	5.0
775	78.0	5.0	6.0	11.0	12.0	8.0
776	78.0	6.0	10.0	4.0	11.0	1.0
777	78.0	7.0	7.0	10.0	2.0	12.0
778	78.0	8.0	10.0	6.0	9.0	3.0
779	78.0	9.0	1.0	2.0	8.0	3.0
780	78.0	10.0	2.0	4.0	5.0	6.0
781	79.0	1.0	9.0	11.0	12.0	3.0
782	79.0	2.0	4.0	12.0	6.0	1.0
783	79.0	3.0	12.0	10.0	8.0	7.0
784	79.0	4.0	13.0	8.0	6.0	9.0
785	79.0	5.0	7.0	1.0	13.0	3.0
786	79.0	6.0	10.0	13.0	2.0	11.0
787	79.0	7.0	1.0	2.0	8.0	5.0
788	79.0	8.0	4.0	2.0	9.0	7.0
789	79.0	9.0	3.0	10.0	5.0	4.0
790	79.0	10.0	5.0	6.0	11.0	7.0
791	80.0	1.0	8.0	3.0	2.0	6.0
792	80.0	2.0	8.0	11.0	7.0	12.0
793	80.0	3.0	1.0	13.0	8.0	5.0
794	80.0	4.0	4.0	2.0	5.0	11.0
795	80.0	5.0	3.0	4.0	13.0	7.0
796	80.0	6.0	1.0	6.0	4.0	10.0
797	80.0	7.0	7.0	9.0	10.0	5.0
798	80.0	8.0	12.0	2.0	13.0	10.0
799	80.0	9.0	12.0	3.0	9.0	1.0
800	80.0	10.0	13.0	9.0	11.0	6.0
801	81.0	1.0	13.0	6.0	9.0	10.0
802	81.0	2.0	3.0	8.0	2.0	9.0
803	81.0	3.0	9.0	4.0	7.0	1.0
804	81.0	4.0	2.0	6.0	12.0	1.0
805	81.0	5.0	4.0	10.0	12.0	8.0
806	81.0	6.0	7.0	12.0	5.0	13.0
807	81.0	7.0	1.0	5.0	11.0	8.0
808	81.0	8.0	6.0	5.0	3.0	4.0
809	81.0	9.0	7.0	10.0	3.0	11.0
810	81.0	10.0	11.0	2.0	13.0	4.0
811	82.0	1.0	3.0	13.0	7.0	4.0
812	82.0	2.0	7.0	6.0	1.0	2.0
813	82.0	3.0	9.0	10.0	7.0	8.0
814	82.0	4.0	12.0	9.0	4.0	1.0
815	82.0	5.0	8.0	13.0	12.0	2.0
816	82.0	6.0	3.0	11.0	10.0	12.0
817	82.0	7.0	11.0	5.0	9.0	2.0
818	82.0	8.0	4.0	8.0	6.0	11.0
819	82.0	9.0	5.0	13.0	6.0	10.0
820	82.0	10.0	1.0	5.0	8.0	3.0
821	83.0	1.0	9.0	13.0	1.0	11.0
822	83.0	2.0	4.0	11.0	7.0	6.0
823	83.0	3.0	12.0	5.0	10.0	11.0
824	83.0	4.0	9.0	5.0	8.0	7.0
825	83.0	5.0	4.0	12.0	1.0	8.0
826	83.0	6.0	10.0	13.0	8.0	3.0
827	83.0	7.0	4.0	2.0	3.0	5.0
828	83.0	8.0	3.0	12.0	9.0	6.0
829	83.0	9.0	10.0	1.0	2.0	6.0
830	83.0	10.0	12.0	13.0	2.0	7.0
831	84.0	1.0	13.0	12.0	9.0	11.0
832	84.0	2.0	11.0	6.0	2.0	3.0
833	84.0	3.0	1.0	11.0	4.0	8.0
834	84.0	4.0	6.0	5.0	9.0	1.0
835	84.0	5.0	4.0	3.0	13.0	5.0
836	84.0	6.0	8.0	10.0	5.0	12.0
837	84.0	7.0	7.0	1.0	3.0	10.0
838	84.0	8.0	2.0	9.0	4.0	10.0
839	84.0	9.0	13.0	8.0	7.0	2.0
840	84.0	10.0	6.0	12.0	7.0	4.0
841	85.0	1.0	12.0	5.0	13.0	11.0
842	85.0	2.0	9.0	13.0	8.0	1.0
843	85.0	3.0	13.0	2.0	4.0	6.0
844	85.0	4.0	5.0	10.0	1.0	2.0
845	85.0	5.0	12.0	9.0	4.0	10.0
846	85.0	6.0	7.0	6.0	11.0	10.0
847	85.0	7.0	9.0	7.0	2.0	3.0
848	85.0	8.0	4.0	5.0	7.0	8.0
849	85.0	9.0	12.0	3.0	8.0	6.0
850	85.0	10.0	3.0	4.0	1.0	11.0
851	86.0	1.0	4.0	13.0	2.0	8.0
852	86.0	2.0	1.0	13.0	10.0	7.0
853	86.0	3.0	6.0	13.0	5.0	9.0
854	86.0	4.0	5.0	1.0	12.0	2.0
855	86.0	5.0	12.0	8.0	9.0	7.0
856	86.0	6.0	4.0	6.0	12.0	3.0
857	86.0	7.0	3.0	7.0	11.0	5.0
858	86.0	8.0	3.0	9.0	2.0	10.0
859	86.0	9.0	10.0	11.0	8.0	6.0
860	86.0	10.0	4.0	9.0	11.0	1.0
861	87.0	1.0	5.0	13.0	12.0	10.0
862	87.0	2.0	8.0	4.0	5.0	6.0
863	87.0	3.0	2.0	7.0	3.0	5.0
864	87.0	4.0	2.0	12.0	1.0	6.0
865	87.0	5.0	1.0	10.0	4.0	7.0
866	87.0	6.0	3.0	13.0	1.0	11.0
867	87.0	7.0	4.0	9.0	11.0	2.0
868	87.0	8.0	7.0	8.0	11.0	12.0
869	87.0	9.0	3.0	9.0	8.0	10.0
870	87.0	10.0	9.0	7.0	13.0	6.0
871	88.0	1.0	10.0	2.0	7.0	8.0
872	88.0	2.0	2.0	12.0	11.0	1.0
873	88.0	3.0	3.0	4.0	2.0	6.0
874	88.0	4.0	13.0	8.0	11.0	3.0
875	88.0	5.0	7.0	6.0	13.0	1.0
876	88.0	6.0	9.0	13.0	4.0	10.0
877	88.0	7.0	3.0	5.0	1.0	9.0
878	88.0	8.0	6.0	12.0	8.0	9.0
879	88.0	9.0	12.0	5.0	4.0	7.0
880	88.0	10.0	6.0	11.0	5.0	10.0
881	89.0	1.0	4.0	5.0	7.0	13.0
882	89.0	2.0	8.0	2.0	5.0	9.0
883	89.0	3.0	12.0	3.0	5.0	6.0
884	89.0	4.0	10.0	2.0	7.0	6.0
885	89.0	5.0	12.0	9.0	10.0	4.0
886	89.0	6.0	10.0	13.0	3.0	11.0
887	89.0	7.0	11.0	1.0	6.0	9.0
888	89.0	8.0	11.0	7.0	8.0	12.0
889	89.0	9.0	1.0	3.0	8.0	4.0
890	89.0	10.0	1.0	2.0	12.0	13.0
891	90.0	1.0	12.0	9.0	13.0	4.0
892	90.0	2.0	11.0	9.0	6.0	10.0
893	90.0	3.0	2.0	9.0	3.0	1.0
894	90.0	4.0	4.0	5.0	2.0	11.0
895	90.0	5.0	12.0	10.0	5.0	1.0
896	90.0	6.0	8.0	13.0	3.0	5.0
897	90.0	7.0	2.0	7.0	8.0	10.0
898	90.0	8.0	8.0	6.0	1.0	4.0
899	90.0	9.0	3.0	7.0	6.0	12.0
900	90.0	10.0	7.0	1.0	11.0	13.0
901	91.0	1.0	7.0	11.0	9.0	1.0
902	91.0	2.0	9.0	8.0	5.0	3.0
903	91.0	3.0	2.0	10.0	13.0	9.0
904	91.0	4.0	13.0	1.0	8.0	4.0
905	91.0	5.0	10.0	7.0	3.0	4.0
906	91.0	6.0	11.0	12.0	4.0	2.0
907	91.0	7.0	3.0	13.0	6.0	12.0
908	91.0	8.0	10.0	5.0	12.0	1.0
909	91.0	9.0	2.0	5.0	6.0	7.0
910	91.0	10.0	11.0	6.0	10.0	8.0
911	92.0	1.0	10.0	7.0	3.0	1.0
912	92.0	2.0	2.0	1.0	11.0	8.0
913	92.0	3.0	5.0	6.0	12.0	1.0
914	92.0	4.0	9.0	6.0	3.0	2.0
915	92.0	5.0	9.0	10.0	8.0	12.0
916	92.0	6.0	7.0	5.0	9.0	4.0
917	92.0	7.0	8.0	13.0	6.0	4.0
918	92.0	8.0	4.0	11.0	3.0	12.0
919	92.0	9.0	10.0	5.0	13.0	11.0
920	92.0	10.0	2.0	12.0	7.0	13.0
921	93.0	1.0	3.0	8.0	2.0	6.0
922	93.0	2.0	11.0	12.0	7.0	8.0
923	93.0	3.0	13.0	1.0	5.0	8.0
924	93.0	4.0	5.0	4.0	11.0	2.0
925	93.0	5.0	3.0	13.0	4.0	7.0
926	93.0	6.0	1.0	6.0	10.0	4.0
927	93.0	7.0	10.0	9.0	7.0	5.0
928	93.0	8.0	13.0	12.0	10.0	2.0
929	93.0	9.0	9.0	12.0	1.0	3.0
930	93.0	10.0	6.0	13.0	11.0	9.0
931	94.0	1.0	5.0	9.0	11.0	6.0
932	94.0	2.0	2.0	10.0	11.0	8.0
933	94.0	3.0	3.0	1.0	13.0	11.0
934	94.0	4.0	13.0	6.0	8.0	7.0
935	94.0	5.0	7.0	5.0	1.0	2.0
936	94.0	6.0	7.0	9.0	4.0	3.0
937	94.0	7.0	4.0	2.0	12.0	13.0
938	94.0	8.0	6.0	10.0	4.0	1.0
939	94.0	9.0	10.0	5.0	12.0	3.0
940	94.0	10.0	1.0	8.0	12.0	9.0
941	95.0	1.0	6.0	1.0	12.0	5.0
942	95.0	2.0	4.0	12.0	13.0	9.0
943	95.0	3.0	12.0	10.0	11.0	8.0
944	95.0	4.0	5.0	3.0	11.0	13.0
945	95.0	5.0	6.0	9.0	8.0	3.0
946	95.0	6.0	1.0	10.0	2.0	3.0
947	95.0	7.0	11.0	2.0	7.0	9.0
948	95.0	8.0	5.0	2.0	8.0	4.0
949	95.0	9.0	4.0	7.0	6.0	10.0
950	95.0	10.0	13.0	7.0	8.0	1.0
951	96.0	1.0	12.0	10.0	13.0	6.0
952	96.0	2.0	6.0	2.0	5.0	8.0
953	96.0	3.0	7.0	1.0	6.0	9.0
954	96.0	4.0	2.0	3.0	7.0	12.0
955	96.0	5.0	10.0	3.0	9.0	5.0
956	96.0	6.0	1.0	11.0	3.0	13.0
957	96.0	7.0	11.0	7.0	4.0	5.0
958	96.0	8.0	8.0	9.0	12.0	11.0
959	96.0	9.0	4.0	1.0	8.0	10.0
960	96.0	10.0	2.0	4.0	9.0	13.0
961	97.0	1.0	1.0	5.0	12.0	9.0
962	97.0	2.0	8.0	13.0	9.0	7.0
963	97.0	3.0	10.0	11.0	2.0	9.0
964	97.0	4.0	4.0	7.0	10.0	1.0
965	97.0	5.0	5.0	8.0	4.0	2.0
966	97.0	6.0	11.0	12.0	3.0	4.0
967	97.0	7.0	3.0	10.0	6.0	8.0
968	97.0	8.0	13.0	1.0	2.0	3.0
969	97.0	9.0	13.0	5.0	11.0	6.0
970	97.0	10.0	6.0	7.0	12.0	2.0
971	98.0	1.0	4.0	10.0	3.0	9.0
972	98.0	2.0	10.0	1.0	2.0	11.0
973	98.0	3.0	5.0	10.0	13.0	6.0
974	98.0	4.0	9.0	2.0	13.0	8.0
975	98.0	5.0	4.0	11.0	8.0	6.0
976	98.0	6.0	8.0	12.0	3.0	5.0
977	98.0	7.0	12.0	13.0	7.0	11.0
978	98.0	8.0	6.0	1.0	9.0	12.0
979	98.0	9.0	4.0	5.0	7.0	1.0
980	98.0	10.0	7.0	6.0	3.0	2.0
981	99.0	1.0	11.0	7.0	9.0	5.0
982	99.0	2.0	12.0	2.0	6.0	9.0
983	99.0	3.0	1.0	13.0	8.0	9.0
984	99.0	4.0	10.0	11.0	2.0	1.0
985	99.0	5.0	10.0	7.0	8.0	12.0
986	99.0	6.0	10.0	3.0	13.0	5.0
987	99.0	7.0	4.0	12.0	1.0	3.0
988	99.0	8.0	3.0	8.0	6.0	11.0
989	99.0	9.0	7.0	13.0	6.0	4.0
990	99.0	10.0	8.0	5.0	2.0	4.0
991	100.0	1.0	10.0	13.0	12.0	2.0
992	100.0	2.0	12.0	3.0	9.0	5.0
993	100.0	3.0	1.0	8.0	12.0	11.0
994	100.0	4.0	3.0	13.0	4.0	8.0
995	100.0	5.0	10.0	11.0	9.0	4.0
996	100.0	6.0	1.0	4.0	6.0	2.0
997	100.0	7.0	7.0	8.0	9.0	6.0
998	100.0	8.0	6.0	11.0	13.0	5.0
999	100.0	9.0	10.0	1.0	5.0	7.0
1000	100.0	10.0	7.0	2.0	11.0	3.0
						
